Region,MetropolitanStatus,Exper,Educ,Race,WeeklyEarnings
South,MetropolitanArea,11,12,NotBlack,712.25
Midwest,MetropolitanArea,17,12,NotBlack,589.43
West,NotMetropolitanArea,15,16,NotBlack,498.58
West,MetropolitanArea,18,6,NotBlack,166.19
Midwest,MetropolitanArea,13,16,NotBlack,700.38
Midwest,MetropolitanArea,25,12,NotBlack,403.61
South,MetropolitanArea,9,12,NotBlack,474.83
West,MetropolitanArea,23,15,NotBlack,949.67
West,MetropolitanArea,13,6,NotBlack,189.93
Northeast,MetropolitanArea,3,16,NotBlack,332.38
Midwest,MetropolitanArea,15,16,NotBlack,593.54
Midwest,NotMetropolitanArea,53,8,NotBlack,172.84
South,MetropolitanArea,12,16,NotBlack,712.25
South,NotMetropolitanArea,15,18,NotBlack,664.77
Northeast,MetropolitanArea,11,12,NotBlack,403.61
Midwest,MetropolitanArea,28,12,NotBlack,973.41
West,MetropolitanArea,36,18,NotBlack,1361.19
South,MetropolitanArea,23,14,NotBlack,712.25
Midwest,MetropolitanArea,2,12,NotBlack,474.83
West,MetropolitanArea,7,12,NotBlack,474.83
South,MetropolitanArea,11,12,Black,543.21
West,MetropolitanArea,5,12,NotBlack,585.63
West,MetropolitanArea,11,6,NotBlack,155.79
South,MetropolitanArea,7,12,NotBlack,427.35
Midwest,NotMetropolitanArea,12,12,NotBlack,360.08
South,MetropolitanArea,25,12,NotBlack,284.9
South,MetropolitanArea,10,12,NotBlack,1187.08
West,NotMetropolitanArea,8,14,NotBlack,368
South,MetropolitanArea,44,11,NotBlack,370.37
Northeast,MetropolitanArea,30,11,Black,308.64
South,MetropolitanArea,14,15,NotBlack,664.77
Northeast,MetropolitanArea,4,16,NotBlack,664.77
Midwest,MetropolitanArea,5,16,NotBlack,712.25
Midwest,MetropolitanArea,0,15,NotBlack,231.67
Midwest,MetropolitanArea,10,12,NotBlack,280.15
Northeast,MetropolitanArea,40,6,NotBlack,261.16
West,MetropolitanArea,30,12,NotBlack,3065.13
West,MetropolitanArea,10,16,NotBlack,795.35
Midwest,NotMetropolitanArea,12,12,NotBlack,688.51
South,MetropolitanArea,5,12,Black,340.46
West,MetropolitanArea,18,10,NotBlack,441.6
West,MetropolitanArea,7,12,NotBlack,617.28
Midwest,MetropolitanArea,25,12,NotBlack,546.06
Midwest,MetropolitanArea,11,12,NotBlack,740.74
Northeast,MetropolitanArea,7,12,NotBlack,427.85
Midwest,MetropolitanArea,17,12,NotBlack,967.93
South,MetropolitanArea,34,11,Black,118.71
South,MetropolitanArea,27,12,NotBlack,759.73
Midwest,NotMetropolitanArea,11,12,NotBlack,498.58
Midwest,MetropolitanArea,3,11,NotBlack,185.19
South,MetropolitanArea,32,10,NotBlack,451.09
South,MetropolitanArea,4,16,NotBlack,593.54
West,MetropolitanArea,6,18,NotBlack,695.11
South,NotMetropolitanArea,28,12,NotBlack,1187.08
Midwest,NotMetropolitanArea,18,10,NotBlack,503.32
Northeast,MetropolitanArea,9,13,NotBlack,261.16
West,MetropolitanArea,41,16,NotBlack,1353.28
Northeast,MetropolitanArea,13,16,NotBlack,1068.38
West,MetropolitanArea,26,13,NotBlack,1111.11
West,MetropolitanArea,18,16,NotBlack,439.22
Northeast,MetropolitanArea,4,18,NotBlack,830.96
Northeast,MetropolitanArea,6,14,NotBlack,878.44
Midwest,MetropolitanArea,27,14,NotBlack,712.25
West,MetropolitanArea,33,12,NotBlack,949.67
Midwest,NotMetropolitanArea,15,12,NotBlack,830.39
South,MetropolitanArea,5,16,NotBlack,395.16
West,MetropolitanArea,29,14,NotBlack,541.31
Midwest,MetropolitanArea,10,15,NotBlack,798.41
Northeast,MetropolitanArea,35,14,NotBlack,949.67
Northeast,MetropolitanArea,12,12,NotBlack,284.9
Midwest,MetropolitanArea,14,15,NotBlack,712.25
Midwest,MetropolitanArea,4,18,NotBlack,652.9
West,NotMetropolitanArea,30,18,NotBlack,498.58
South,NotMetropolitanArea,8,8,NotBlack,224.36
South,NotMetropolitanArea,41,14,NotBlack,788.02
West,MetropolitanArea,1,12,NotBlack,284.9
West,MetropolitanArea,32,6,NotBlack,320.99
South,MetropolitanArea,19,18,NotBlack,1092.12
Northeast,MetropolitanArea,30,16,NotBlack,1187.08
Northeast,MetropolitanArea,11,12,NotBlack,154.32
South,NotMetropolitanArea,30,12,NotBlack,878.44
South,MetropolitanArea,12,12,NotBlack,403.61
West,NotMetropolitanArea,42,11,NotBlack,664.77
South,MetropolitanArea,12,16,NotBlack,878.44
Northeast,MetropolitanArea,25,16,NotBlack,783.48
Midwest,MetropolitanArea,14,18,Black,759.73
West,MetropolitanArea,17,14,NotBlack,759.73
South,NotMetropolitanArea,10,17,NotBlack,455.84
Northeast,MetropolitanArea,40,8,NotBlack,830.96
Northeast,MetropolitanArea,0,16,NotBlack,296.77
West,MetropolitanArea,16,12,NotBlack,510.45
Midwest,MetropolitanArea,32,10,Black,759.73
Midwest,NotMetropolitanArea,20,11,NotBlack,712.25
Midwest,MetropolitanArea,35,10,NotBlack,632.1
South,NotMetropolitanArea,12,18,NotBlack,557.93
Midwest,NotMetropolitanArea,32,16,NotBlack,289.65
Northeast,MetropolitanArea,8,16,NotBlack,522.32
West,NotMetropolitanArea,14,13,NotBlack,712.25
West,MetropolitanArea,44,16,NotBlack,1621.06
Midwest,MetropolitanArea,8,13,NotBlack,807.22
Northeast,MetropolitanArea,46,10,NotBlack,641.03
Midwest,MetropolitanArea,19,12,NotBlack,284.9
West,NotMetropolitanArea,7,12,NotBlack,474.83
South,MetropolitanArea,17,12,NotBlack,617.28
Northeast,MetropolitanArea,3,16,NotBlack,643
Midwest,MetropolitanArea,15,15,NotBlack,1187.08
Northeast,MetropolitanArea,6,12,NotBlack,123.46
Midwest,MetropolitanArea,7,14,NotBlack,462.96
Midwest,NotMetropolitanArea,32,16,NotBlack,390.79
South,MetropolitanArea,11,12,NotBlack,308.64
Midwest,MetropolitanArea,3,12,NotBlack,344.25
West,MetropolitanArea,31,11,NotBlack,712.25
West,MetropolitanArea,9,16,NotBlack,830.96
Northeast,NotMetropolitanArea,27,12,NotBlack,318
Midwest,MetropolitanArea,43,10,NotBlack,641.03
Northeast,MetropolitanArea,31,12,NotBlack,498.58
Northeast,NotMetropolitanArea,31,14,NotBlack,830.96
West,MetropolitanArea,54,2,Black,284.9
Midwest,NotMetropolitanArea,22,12,NotBlack,807.22
Midwest,MetropolitanArea,34,12,NotBlack,1424.5
West,NotMetropolitanArea,41,12,NotBlack,1258.31
Northeast,MetropolitanArea,14,9,NotBlack,355.56
Northeast,MetropolitanArea,12,18,NotBlack,1899.34
West,MetropolitanArea,9,14,NotBlack,498.58
Northeast,MetropolitanArea,44,12,NotBlack,370.37
South,MetropolitanArea,5,16,NotBlack,522.32
South,MetropolitanArea,7,14,NotBlack,427.35
Midwest,MetropolitanArea,14,12,NotBlack,876.07
Midwest,MetropolitanArea,3,11,NotBlack,468.63
Northeast,MetropolitanArea,48,12,NotBlack,308.4
Northeast,MetropolitanArea,12,11,NotBlack,370.37
South,NotMetropolitanArea,31,12,NotBlack,308.64
Midwest,MetropolitanArea,31,12,NotBlack,712.25
West,MetropolitanArea,18,12,NotBlack,317.46
Northeast,NotMetropolitanArea,5,11,NotBlack,141.09
South,MetropolitanArea,13,18,NotBlack,1068.38
West,MetropolitanArea,25,16,NotBlack,641.03
Northeast,MetropolitanArea,5,10,NotBlack,403.29
South,MetropolitanArea,10,13,Black,213.68
South,MetropolitanArea,23,13,NotBlack,569.8
South,MetropolitanArea,29,15,Black,664.77
West,NotMetropolitanArea,8,13,NotBlack,830.96
West,MetropolitanArea,8,18,NotBlack,546.06
South,MetropolitanArea,5,16,NotBlack,617.28
South,MetropolitanArea,7,18,NotBlack,569.8
Midwest,NotMetropolitanArea,8,15,NotBlack,305.58
South,NotMetropolitanArea,14,12,NotBlack,284.9
West,MetropolitanArea,14,12,NotBlack,396.49
South,MetropolitanArea,7,12,NotBlack,589.23
South,MetropolitanArea,32,12,NotBlack,474.83
South,MetropolitanArea,24,10,Black,807.22
Northeast,MetropolitanArea,4,18,NotBlack,474.83
Midwest,NotMetropolitanArea,18,12,NotBlack,427.35
South,NotMetropolitanArea,12,12,NotBlack,735.99
South,NotMetropolitanArea,5,12,NotBlack,308.64
West,NotMetropolitanArea,28,12,NotBlack,1003.44
South,MetropolitanArea,5,12,NotBlack,261.73
Midwest,NotMetropolitanArea,26,10,NotBlack,379.87
Northeast,MetropolitanArea,14,16,NotBlack,688.51
South,MetropolitanArea,19,16,NotBlack,802.47
Midwest,MetropolitanArea,9,10,NotBlack,332.38
Northeast,NotMetropolitanArea,18,12,NotBlack,534.19
Northeast,MetropolitanArea,19,18,NotBlack,1377.02
Northeast,MetropolitanArea,1,12,NotBlack,427.35
West,NotMetropolitanArea,29,11,NotBlack,759.73
Midwest,NotMetropolitanArea,8,12,NotBlack,213.68
South,MetropolitanArea,3,12,NotBlack,197.53
South,NotMetropolitanArea,22,12,NotBlack,567.9
Northeast,MetropolitanArea,35,10,NotBlack,617.28
South,NotMetropolitanArea,26,11,Black,413.11
Midwest,NotMetropolitanArea,18,12,NotBlack,835.71
South,NotMetropolitanArea,30,12,NotBlack,569.8
West,MetropolitanArea,13,14,NotBlack,712.25
West,MetropolitanArea,7,12,NotBlack,1203.7
Northeast,MetropolitanArea,7,16,NotBlack,219.61
South,MetropolitanArea,15,12,Black,462.96
South,MetropolitanArea,18,16,NotBlack,1068.3
West,NotMetropolitanArea,1,12,NotBlack,142.45
Northeast,NotMetropolitanArea,0,14,NotBlack,287.04
Midwest,NotMetropolitanArea,29,13,NotBlack,759.73
South,MetropolitanArea,44,15,NotBlack,1020.89
South,NotMetropolitanArea,9,16,NotBlack,712.25
South,NotMetropolitanArea,15,14,NotBlack,308.64
Northeast,MetropolitanArea,9,12,NotBlack,949.67
South,NotMetropolitanArea,15,12,NotBlack,1044.63
Northeast,MetropolitanArea,18,10,NotBlack,814.81
West,MetropolitanArea,1,12,NotBlack,189.93
South,MetropolitanArea,35,12,NotBlack,641.03
South,NotMetropolitanArea,32,12,NotBlack,593.54
South,NotMetropolitanArea,49,0,NotBlack,194.44
South,MetropolitanArea,6,12,NotBlack,128.4
South,MetropolitanArea,29,16,NotBlack,566.24
Midwest,MetropolitanArea,17,12,NotBlack,546.06
Northeast,MetropolitanArea,22,18,NotBlack,1511.72
West,MetropolitanArea,33,12,NotBlack,759.73
South,MetropolitanArea,2,12,Black,246.91
Midwest,NotMetropolitanArea,14,17,NotBlack,643.27
South,MetropolitanArea,12,16,NotBlack,508.07
West,MetropolitanArea,22,17,NotBlack,1424.5
South,MetropolitanArea,15,13,NotBlack,498.58
Northeast,MetropolitanArea,32,12,NotBlack,641.03
West,NotMetropolitanArea,25,18,NotBlack,1034
Midwest,MetropolitanArea,40,10,NotBlack,403.61
West,MetropolitanArea,35,16,NotBlack,1661.92
West,MetropolitanArea,11,12,NotBlack,902.18
Midwest,MetropolitanArea,12,12,Black,308.64
Midwest,NotMetropolitanArea,34,12,NotBlack,774.93
Northeast,MetropolitanArea,1,13,NotBlack,324.62
Midwest,NotMetropolitanArea,34,12,NotBlack,371.34
West,MetropolitanArea,8,16,NotBlack,182.1
South,NotMetropolitanArea,34,16,NotBlack,598.29
South,NotMetropolitanArea,9,16,NotBlack,759.73
Northeast,MetropolitanArea,9,12,NotBlack,356.13
Midwest,MetropolitanArea,20,12,NotBlack,593.54
South,MetropolitanArea,11,17,NotBlack,641.03
South,NotMetropolitanArea,21,12,NotBlack,332.38
West,NotMetropolitanArea,12,9,NotBlack,406.68
Northeast,MetropolitanArea,6,16,NotBlack,1305.79
Midwest,MetropolitanArea,9,13,NotBlack,356.13
West,NotMetropolitanArea,14,12,NotBlack,427.35
Northeast,MetropolitanArea,18,12,NotBlack,712.25
South,MetropolitanArea,36,18,NotBlack,1187.08
Northeast,MetropolitanArea,10,12,NotBlack,474.83
West,MetropolitanArea,29,6,NotBlack,641.03
South,NotMetropolitanArea,13,14,Black,370.37
South,MetropolitanArea,23,13,NotBlack,830.96
Northeast,NotMetropolitanArea,4,12,NotBlack,172.84
South,MetropolitanArea,18,14,NotBlack,522.32
South,MetropolitanArea,21,11,NotBlack,540.12
Midwest,MetropolitanArea,9,13,NotBlack,474.83
West,MetropolitanArea,25,18,NotBlack,1329.53
Northeast,MetropolitanArea,55,5,Black,949.67
South,NotMetropolitanArea,19,12,NotBlack,356.13
Midwest,MetropolitanArea,35,13,NotBlack,891.36
Northeast,MetropolitanArea,18,18,Black,642.66
Northeast,MetropolitanArea,14,12,NotBlack,747.86
South,NotMetropolitanArea,6,8,Black,308.64
South,NotMetropolitanArea,9,12,Black,197.53
Northeast,MetropolitanArea,33,12,NotBlack,878.44
Midwest,MetropolitanArea,25,14,NotBlack,1115.86
Midwest,NotMetropolitanArea,34,12,NotBlack,308.64
Northeast,MetropolitanArea,9,9,NotBlack,356.13
Midwest,NotMetropolitanArea,42,12,NotBlack,308.64
Northeast,MetropolitanArea,3,12,NotBlack,403.61
West,MetropolitanArea,23,14,NotBlack,830.96
Northeast,MetropolitanArea,2,14,NotBlack,345.68
Northeast,MetropolitanArea,23,12,NotBlack,261.16
West,MetropolitanArea,20,14,NotBlack,794.09
South,MetropolitanArea,4,18,NotBlack,641.03
South,MetropolitanArea,26,14,NotBlack,474.83
Midwest,MetropolitanArea,11,16,NotBlack,807.22
South,MetropolitanArea,5,9,NotBlack,249.29
South,NotMetropolitanArea,8,15,NotBlack,712.25
West,NotMetropolitanArea,7,12,NotBlack,186.62
West,MetropolitanArea,11,15,NotBlack,764.48
South,MetropolitanArea,15,16,NotBlack,641.03
West,MetropolitanArea,1,12,NotBlack,118.71
Midwest,MetropolitanArea,24,12,NotBlack,740.74
Midwest,MetropolitanArea,7,16,NotBlack,522.32
Northeast,NotMetropolitanArea,10,12,NotBlack,356.13
Midwest,NotMetropolitanArea,19,12,NotBlack,712.25
Northeast,MetropolitanArea,46,14,NotBlack,1068.38
South,MetropolitanArea,26,12,NotBlack,505.05
Midwest,MetropolitanArea,10,12,NotBlack,593.54
South,MetropolitanArea,18,15,NotBlack,451.09
Midwest,MetropolitanArea,31,12,NotBlack,1519.47
Midwest,MetropolitanArea,12,11,NotBlack,232.74
Midwest,MetropolitanArea,11,10,NotBlack,265.91
Northeast,MetropolitanArea,9,12,NotBlack,379.87
South,MetropolitanArea,12,12,NotBlack,451.09
Northeast,MetropolitanArea,4,13,NotBlack,203.7
Northeast,MetropolitanArea,9,17,NotBlack,847.17
West,MetropolitanArea,9,12,NotBlack,546.06
Midwest,NotMetropolitanArea,32,12,NotBlack,403.61
Midwest,NotMetropolitanArea,27,18,NotBlack,569.8
South,NotMetropolitanArea,26,8,NotBlack,370.37
South,NotMetropolitanArea,31,8,NotBlack,399.42
West,MetropolitanArea,15,12,NotBlack,807.22
Northeast,MetropolitanArea,18,11,NotBlack,278.38
South,NotMetropolitanArea,12,12,NotBlack,430.56
Midwest,MetropolitanArea,11,12,NotBlack,320.99
South,MetropolitanArea,18,16,NotBlack,1234.57
Midwest,MetropolitanArea,14,12,NotBlack,522.32
West,NotMetropolitanArea,14,14,NotBlack,422.98
South,MetropolitanArea,32,12,NotBlack,1163.34
Northeast,MetropolitanArea,24,14,NotBlack,647.52
Northeast,MetropolitanArea,18,16,NotBlack,688.51
West,MetropolitanArea,34,8,NotBlack,688.51
South,MetropolitanArea,19,14,Black,534.19
West,MetropolitanArea,5,16,NotBlack,712.25
Northeast,MetropolitanArea,5,12,NotBlack,370.37
Northeast,MetropolitanArea,22,12,NotBlack,949.67
South,MetropolitanArea,2,18,NotBlack,427.35
Midwest,MetropolitanArea,9,12,NotBlack,379.87
South,NotMetropolitanArea,12,18,NotBlack,688.51
South,MetropolitanArea,21,16,NotBlack,415.48
Northeast,MetropolitanArea,20,14,NotBlack,308.64
South,MetropolitanArea,18,14,Black,474.83
West,MetropolitanArea,2,13,NotBlack,99.72
West,NotMetropolitanArea,37,6,NotBlack,356.13
Midwest,MetropolitanArea,32,16,NotBlack,1187.08
South,MetropolitanArea,17,12,NotBlack,504.04
West,MetropolitanArea,39,18,NotBlack,1780.63
West,NotMetropolitanArea,7,12,NotBlack,250.33
South,MetropolitanArea,28,18,NotBlack,1068.38
Northeast,MetropolitanArea,35,16,NotBlack,735.99
West,NotMetropolitanArea,14,12,NotBlack,664.77
West,MetropolitanArea,54,7,Black,166.19
South,MetropolitanArea,26,16,NotBlack,880.1
Midwest,NotMetropolitanArea,11,12,NotBlack,811.97
West,NotMetropolitanArea,15,16,NotBlack,641.03
Midwest,MetropolitanArea,12,15,NotBlack,65.84
South,NotMetropolitanArea,4,16,NotBlack,617.28
South,MetropolitanArea,15,12,Black,664.77
Northeast,MetropolitanArea,1,12,NotBlack,522.32
Northeast,NotMetropolitanArea,25,12,NotBlack,505.22
West,MetropolitanArea,12,12,NotBlack,196.5
Northeast,NotMetropolitanArea,21,14,NotBlack,213.24
South,NotMetropolitanArea,22,11,NotBlack,546.06
South,NotMetropolitanArea,1,16,NotBlack,142.45
West,MetropolitanArea,2,14,Black,439.22
South,MetropolitanArea,2,14,NotBlack,182.72
Midwest,NotMetropolitanArea,15,12,NotBlack,546.06
South,MetropolitanArea,24,15,NotBlack,1187.08
Midwest,NotMetropolitanArea,36,8,NotBlack,575.74
Northeast,MetropolitanArea,24,11,NotBlack,326.92
South,MetropolitanArea,12,13,NotBlack,593.54
South,MetropolitanArea,25,18,NotBlack,2374.15
Midwest,NotMetropolitanArea,10,12,NotBlack,403.61
South,MetropolitanArea,44,14,NotBlack,319.56
Northeast,MetropolitanArea,48,8,NotBlack,451.09
West,NotMetropolitanArea,5,17,NotBlack,474.83
South,MetropolitanArea,42,12,NotBlack,1234.57
South,MetropolitanArea,3,11,Black,154.32
South,MetropolitanArea,20,8,NotBlack,261.16
Midwest,MetropolitanArea,4,14,NotBlack,419.28
South,NotMetropolitanArea,20,9,NotBlack,332.38
Midwest,NotMetropolitanArea,2,11,NotBlack,308.64
Northeast,NotMetropolitanArea,4,14,NotBlack,498.58
Midwest,NotMetropolitanArea,24,12,NotBlack,712.25
West,MetropolitanArea,17,18,NotBlack,990.53
West,MetropolitanArea,8,12,NotBlack,308.64
South,MetropolitanArea,9,8,NotBlack,237.42
Midwest,MetropolitanArea,12,12,NotBlack,623.55
Northeast,MetropolitanArea,27,12,NotBlack,617.28
Midwest,MetropolitanArea,1,16,NotBlack,218.8
Northeast,MetropolitanArea,44,12,NotBlack,668.72
Midwest,MetropolitanArea,12,12,NotBlack,546.06
Midwest,NotMetropolitanArea,1,16,NotBlack,145.24
Northeast,MetropolitanArea,17,18,NotBlack,2374.15
West,NotMetropolitanArea,16,17,NotBlack,793.65
Midwest,MetropolitanArea,11,16,NotBlack,539.79
West,MetropolitanArea,2,16,NotBlack,339.51
Northeast,MetropolitanArea,31,12,NotBlack,557.93
South,NotMetropolitanArea,14,14,Black,332.38
West,MetropolitanArea,8,11,NotBlack,1139.6
South,MetropolitanArea,14,18,Black,275.4
South,NotMetropolitanArea,10,12,NotBlack,593.54
Northeast,NotMetropolitanArea,11,16,NotBlack,391.74
South,MetropolitanArea,46,15,NotBlack,687.56
South,MetropolitanArea,14,12,NotBlack,593.54
Northeast,NotMetropolitanArea,20,14,NotBlack,593.54
Northeast,MetropolitanArea,4,18,NotBlack,997.15
West,MetropolitanArea,2,12,NotBlack,356.13
Midwest,NotMetropolitanArea,27,12,NotBlack,759.73
South,MetropolitanArea,27,12,NotBlack,807.22
Midwest,NotMetropolitanArea,20,12,NotBlack,427.35
Midwest,MetropolitanArea,30,13,NotBlack,1234.57
South,MetropolitanArea,41,14,NotBlack,486.08
Northeast,MetropolitanArea,4,14,NotBlack,153.13
South,MetropolitanArea,10,12,NotBlack,712.25
Northeast,MetropolitanArea,29,12,NotBlack,308.64
South,NotMetropolitanArea,0,13,NotBlack,271.6
West,MetropolitanArea,12,12,NotBlack,323.76
South,NotMetropolitanArea,10,16,NotBlack,1068.38
West,MetropolitanArea,31,13,NotBlack,840.74
Midwest,NotMetropolitanArea,6,12,NotBlack,651.47
West,MetropolitanArea,24,18,NotBlack,863.75
South,MetropolitanArea,8,9,NotBlack,256.41
Midwest,NotMetropolitanArea,35,7,NotBlack,783.48
Northeast,NotMetropolitanArea,20,12,NotBlack,332.38
South,MetropolitanArea,19,16,NotBlack,401.23
Northeast,MetropolitanArea,1,15,NotBlack,712.25
South,MetropolitanArea,16,14,NotBlack,783.48
South,MetropolitanArea,20,17,NotBlack,1020.89
Midwest,MetropolitanArea,3,14,NotBlack,617.28
West,MetropolitanArea,9,16,NotBlack,486.7
South,MetropolitanArea,29,6,NotBlack,227.92
Midwest,MetropolitanArea,23,12,NotBlack,1923.08
South,MetropolitanArea,20,12,NotBlack,474.83
Northeast,MetropolitanArea,5,16,NotBlack,361.34
Midwest,NotMetropolitanArea,25,14,NotBlack,1187.08
West,MetropolitanArea,16,6,NotBlack,196.41
Midwest,NotMetropolitanArea,33,11,NotBlack,427.35
Midwest,MetropolitanArea,17,12,NotBlack,176.37
Northeast,MetropolitanArea,9,17,NotBlack,925.93
West,MetropolitanArea,10,12,NotBlack,783.48
Northeast,MetropolitanArea,35,17,NotBlack,569.8
Northeast,MetropolitanArea,23,16,NotBlack,1661.92
South,NotMetropolitanArea,7,12,NotBlack,284.9
West,NotMetropolitanArea,14,12,NotBlack,1989.03
West,MetropolitanArea,22,13,NotBlack,493.83
Midwest,MetropolitanArea,6,12,NotBlack,274.35
Midwest,MetropolitanArea,22,14,NotBlack,702.01
South,NotMetropolitanArea,14,12,NotBlack,284.9
West,MetropolitanArea,22,12,NotBlack,593.54
Northeast,MetropolitanArea,24,12,NotBlack,1139.6
Northeast,MetropolitanArea,6,12,NotBlack,522.32
South,MetropolitanArea,40,12,NotBlack,781.84
West,MetropolitanArea,13,9,NotBlack,427.35
South,MetropolitanArea,38,12,NotBlack,830.96
Midwest,MetropolitanArea,7,14,NotBlack,949.67
Midwest,MetropolitanArea,35,10,Black,94.97
Northeast,MetropolitanArea,35,16,NotBlack,1044.63
South,MetropolitanArea,29,12,NotBlack,1187.08
South,MetropolitanArea,15,18,NotBlack,1353.28
Midwest,MetropolitanArea,2,16,NotBlack,214.71
Midwest,MetropolitanArea,25,3,NotBlack,216.52
Midwest,NotMetropolitanArea,9,13,NotBlack,474.83
Northeast,MetropolitanArea,15,18,NotBlack,1013.77
Northeast,MetropolitanArea,16,10,NotBlack,481.72
South,MetropolitanArea,6,16,NotBlack,605.41
West,MetropolitanArea,24,14,NotBlack,641.03
South,MetropolitanArea,19,18,Black,949.67
South,MetropolitanArea,18,14,NotBlack,474.83
Midwest,MetropolitanArea,43,12,NotBlack,569.8
Northeast,MetropolitanArea,46,11,Black,712.25
South,MetropolitanArea,3,14,NotBlack,222.22
South,MetropolitanArea,28,17,NotBlack,1424.5
Northeast,NotMetropolitanArea,17,12,NotBlack,525.35
South,NotMetropolitanArea,16,10,NotBlack,320.51
Midwest,MetropolitanArea,1,12,NotBlack,163.82
Midwest,MetropolitanArea,14,12,NotBlack,1305.79
Midwest,MetropolitanArea,40,12,NotBlack,432.08
South,MetropolitanArea,41,14,NotBlack,942.55
Northeast,NotMetropolitanArea,24,17,NotBlack,769.4
South,MetropolitanArea,46,7,NotBlack,201.8
South,MetropolitanArea,11,13,NotBlack,474.83
South,MetropolitanArea,10,12,NotBlack,617.28
West,NotMetropolitanArea,14,13,NotBlack,576.13
Midwest,MetropolitanArea,25,12,NotBlack,831.15
South,MetropolitanArea,23,16,NotBlack,1780.63
West,MetropolitanArea,12,18,NotBlack,1068.38
West,NotMetropolitanArea,15,12,NotBlack,379.87
Midwest,MetropolitanArea,43,12,NotBlack,997.15
South,MetropolitanArea,10,12,NotBlack,474.83
Northeast,MetropolitanArea,17,11,NotBlack,987.65
Midwest,NotMetropolitanArea,17,14,NotBlack,712.25
Northeast,MetropolitanArea,37,14,NotBlack,364.76
Northeast,MetropolitanArea,18,16,NotBlack,830.96
West,MetropolitanArea,16,13,NotBlack,1424.5
Midwest,NotMetropolitanArea,34,12,NotBlack,333.33
Northeast,MetropolitanArea,2,17,NotBlack,427.35
South,MetropolitanArea,10,12,NotBlack,380.48
South,NotMetropolitanArea,30,12,NotBlack,391.74
South,MetropolitanArea,38,8,NotBlack,345.68
Midwest,MetropolitanArea,0,17,NotBlack,64.1
Northeast,MetropolitanArea,17,16,NotBlack,900.21
Northeast,MetropolitanArea,1,14,NotBlack,68.59
South,MetropolitanArea,42,12,NotBlack,830.96
Midwest,NotMetropolitanArea,42,12,NotBlack,261.16
Northeast,MetropolitanArea,24,8,NotBlack,854.7
South,MetropolitanArea,24,13,NotBlack,802.47
West,MetropolitanArea,22,12,NotBlack,641.03
Midwest,MetropolitanArea,7,14,NotBlack,593.54
Midwest,MetropolitanArea,19,12,NotBlack,915.76
Midwest,NotMetropolitanArea,28,12,NotBlack,356.13
Midwest,MetropolitanArea,31,12,NotBlack,702.75
West,NotMetropolitanArea,15,12,NotBlack,142.45
South,MetropolitanArea,15,16,NotBlack,1037.51
South,MetropolitanArea,11,14,NotBlack,593.54
South,MetropolitanArea,15,12,NotBlack,492.4
West,MetropolitanArea,4,15,NotBlack,313.39
South,MetropolitanArea,26,12,NotBlack,524.69
South,NotMetropolitanArea,18,12,NotBlack,284.9
West,MetropolitanArea,19,16,NotBlack,1780.63
South,MetropolitanArea,46,3,NotBlack,296.54
Midwest,MetropolitanArea,16,12,NotBlack,356.13
South,NotMetropolitanArea,18,12,NotBlack,597.2
Northeast,NotMetropolitanArea,16,18,NotBlack,688.51
Midwest,MetropolitanArea,16,16,NotBlack,1160.97
South,MetropolitanArea,0,12,NotBlack,197.53
Northeast,MetropolitanArea,24,12,NotBlack,802.47
West,MetropolitanArea,13,16,NotBlack,949.67
South,MetropolitanArea,11,18,NotBlack,474.83
South,MetropolitanArea,4,15,NotBlack,427.35
Midwest,NotMetropolitanArea,13,12,NotBlack,633.9
South,MetropolitanArea,16,12,NotBlack,462.96
Midwest,MetropolitanArea,13,12,NotBlack,308.64
South,MetropolitanArea,49,0,NotBlack,189.93
Midwest,MetropolitanArea,46,12,NotBlack,411.52
West,MetropolitanArea,23,14,NotBlack,830.96
South,NotMetropolitanArea,25,14,NotBlack,353.09
Midwest,NotMetropolitanArea,41,13,NotBlack,1020.89
Midwest,MetropolitanArea,9,13,Black,395.69
Midwest,MetropolitanArea,30,18,NotBlack,1471.98
Midwest,MetropolitanArea,21,16,NotBlack,999.53
Midwest,NotMetropolitanArea,21,9,NotBlack,222.76
West,MetropolitanArea,11,14,NotBlack,712.25
Midwest,NotMetropolitanArea,7,12,NotBlack,343.16
South,NotMetropolitanArea,32,14,NotBlack,432.1
Midwest,NotMetropolitanArea,40,7,NotBlack,451.09
South,MetropolitanArea,8,16,NotBlack,1068.38
West,MetropolitanArea,21,18,NotBlack,630.75
South,MetropolitanArea,7,12,NotBlack,270.66
South,MetropolitanArea,17,18,NotBlack,641.03
Northeast,MetropolitanArea,16,12,NotBlack,686.89
Midwest,MetropolitanArea,25,12,NotBlack,830.96
Midwest,NotMetropolitanArea,22,12,NotBlack,381.48
Northeast,MetropolitanArea,17,12,NotBlack,949.67
South,NotMetropolitanArea,10,13,NotBlack,322.89
Midwest,MetropolitanArea,24,12,NotBlack,712.25
Northeast,NotMetropolitanArea,32,12,NotBlack,890.41
Northeast,MetropolitanArea,20,18,NotBlack,1234.57
Midwest,NotMetropolitanArea,5,15,NotBlack,225.55
West,NotMetropolitanArea,5,12,NotBlack,498.58
South,MetropolitanArea,2,12,NotBlack,131.93
West,MetropolitanArea,23,17,NotBlack,1780.63
Northeast,NotMetropolitanArea,0,12,NotBlack,95.8
