Gene,GeneName,pValue
16440,AT3G13670,0.187631603
16441,AT3G24190,0.244703109
16442,AT3G50360,0.926785455
16443,AT4G29410,0.497611671
16444,AT4G36010,0.083583431
16445,AT5G04020,0.044181312
16446,AT5G11720,0.129153146
16447,AT5G19780,0.476906913
16448,AT1G03230,0.004649771
16449,AT1G51510,0.823838245
16450,AT1G54360,0.573769829
16451,AT1G74910,0.917634616
16452,AT1G76520,0.355851898
16453,AT2G29080,0.407974166
16454,AT2G41040,0.914346692
16455,AT2G44920,0.285535711
16456,AT3G49720,0.672020632
16457,AT4G14360,0.531993758
16458,AT5G19900,0.73220288
16459,AT5G45480,0.022897096
16460,AT5G66200,0.331732579
16461,AT1G13390,0.049778672
16462,AT1G32530,0.544805469
16463,AT1G66150,0.222174787
16464,AT2G37035,0.093563521
16465,AT3G15520,0.515792825
16466,AT3G17000,0.00022819
16467,AT4G00150,0.953593267
16468,AT4G02080,0.822447107
16469,AT4G02640,0.070315238
16470,AT4G29220,0.323769627
16471,AT4G34265,0.023631935
16472,AT4G39400,0.206910971
16473,AT5G53450,0.438519309
16474,AT1G01960,0.059661585
16475,AT1G20980,0.05849917
16476,AT1G67680,0.301785597
16477,AT2G30750,0.000357316
16478,AT3G23990,0.070747071
16479,AT4G21980,0.03830119
16480,AT5G25540,0.41319893
16481,AT5G36210,0.039231686
16482,AT5G41340,0.456116901
16483,AT5G57180,0.063373924
16484,AT5G66250,0.735224309
16485,AT5G66800,0.854497486
16486,AT1G14650,0.269926079
16487,AT1G49600,0.463541056
16488,AT1G63690,0.120966829
16489,AT1G68720,0.606422179
16490,AT3G26910,0.149307684
16491,AT4G07825,0.336862765
16492,AT4G17620,0.199443484
16493,AT5G56140,0.135813754
16494,AT5G62790,0.044094461
16495,AT1G60780,0.132283751
16496,AT2G25280,0.339470107
16497,AT3G16080,0.76384687
16498,AT3G53500,0.757621498
16499,AT3G58620,0.001774472
16500,AT4G04210,0.669104882
16501,AT5G60410,0.001928225
16502,AT5G64270,0.005851018
16503,AT1G14830,0.01358407
16504,AT1G30330,0.868765974
16505,AT1G55860,0.280825394
16506,AT1G70660,0.303061755
16507,AT2G20690,0.354225736
16508,AT2G32860,0.020769432
16509,AT3G04830,0.479956943
16510,AT3G11330,0.044177413
16511,AT3G47120,0.774930426
16512,AT3G53230,0.004869763
16513,AT4G30310,0.377869639
16514,AT4G38220,0.085255282
16515,AT1G56060,0.023209833
16516,AT1G62180,0.15401306
16517,AT1G65030,0.010072763
16518,AT2G26140,0.729836729
16519,AT3G07090,0.026595357
16520,AT3G51850,0.222110015
16521,AT3G55130,0.013061749
16522,AT4G22740,0.719018392
16523,AT5G12150,0.021842838
16524,AT5G23150,0.160276243
16525,AT5G61600,0.685216335
16526,AT1G30120,0.375671419
16527,AT1G49410,0.090708711
16528,AT1G65660,0.419703743
16529,AT1G76140,0.023902641
16530,AT2G31280,0.80746586
16531,AT3G05760,0.987572389
16532,AT3G44020,0.001754495
16533,AT3G45770,0.604509549
16534,AT4G13590,0.720838456
16535,AT4G24230,0.783753363
16536,AT4G33740,0.116131756
16537,AT5G02480,0.790217926
16538,AT5G15320,0.273051874
16539,AT5G18590,0.584000192
16540,AT2G30550,0.002666764
16541,AT5G26667,0.361285475
16542,AT5G35360,0.573198666
16543,AT5G54710,0.000233371
16544,AT1G19270,0.240164436
16545,AT2G13790,0.055002835
16546,AT2G17350,0.227630518
16547,AT2G28605,0.010748287
16548,AT2G41700,0.809533157
16549,AT3G51950,0.000722353
16550,AT3G56090,0.336383487
16551,AT5G04550,0.541492998
16552,AT5G05230,0.075712392
16553,AT5G46790,0.003100182
16554,AT5G47570,0.507273458
16555,AT5G48880,0.17501156
16556,AT1G06390,0.628234483
16557,AT1G44000,0.001282912
16558,AT1G64170,0.000392948
16559,AT2G14750,0.203940304
16560,AT3G53890,0.456175946
16561,AT5G17020,0.1980618
16562,AT1G10820,0.793383059
16563,AT1G53430,0.001044773
16564,AT1G64190,0.392324403
16565,AT3G13480,0.3517347
16566,AT3G19840,0.915544552
16567,AT3G57260,0.607509032
16568,AT4G04720,0.081029967
16569,AT4G27585,0.180335261
16570,AT1G07030,0.901271511
16571,AT1G15100,0.452552458
16572,AT1G55840,0.1665728
16573,AT2G17130,0.056424792
16574,AT2G33580,0.288908568
16575,AT2G33770,0.931420902
16576,AT4G01940,0.691534076
16577,AT4G19450,0.454518896
16578,AT5G64460,2.95E-05
16579,AT1G26830,0.097044424
16580,AT1G29340,0.082813422
16581,AT2G37410,0.511953271
16582,AT3G26935,0.692168729
16583,AT3G29200,0.029981599
16584,AT5G01220,0.017454431
16585,AT5G62050,0.211693442
16586,AT1G04680,0.567789461
16587,AT1G22450,0.582609922
16588,AT2G14120,0.006307963
16589,AT2G33220,0.671950509
16590,AT2G39930,0.004954628
16591,AT2G44160,0.844185535
16592,AT3G56630,0.073853381
16593,AT4G32180,0.237525421
16594,AT4G33920,0.553594441
16595,AT5G22770,0.090440359
16596,AT5G38530,0.091010283
16597,AT5G61010,0.000266711
16598,AT1G48790,0.229792981
16599,AT2G02050,0.850650842
16600,AT3G25150,0.803850927
16601,AT4G19640,0.748417992
16602,AT5G49480,0.232957978
16603,AT5G56670,0.090897553
16604,AT1G15290,0.016375821
16605,AT1G17720,0.000842401
16606,AT2G16710,0.014812003
16607,AT3G21220,0.032677067
16608,AT3G52190,6.16E-05
16609,AT3G60300,0.234283017
16610,AT5G10380,0.135142369
16611,AT5G13000,0.081204779
16612,AT5G27840,0.237778941
16613,AT1G03860,0.026215077
16614,AT1G12140,0.135592863
16615,AT1G25570,0.379816338
16616,AT1G71190,0.044764088
16617,AT2G36910,0.030792895
16618,AT4G23260,0.012546544
16619,AT4G37450,0.947504092
16620,AT5G04920,0.001368944
16621,AT5G11530,0.500751716
16622,AT5G55280,0.578797565
16623,AT2G19570,0.004311266
16624,AT2G20830,0.109037031
16625,AT3G12360,0.193997782
16626,AT3G20410,0.00451134
16627,AT3G29390,0.642996985
16628,AT3G61320,0.072004132
16629,AT4G17100,0.366911633
16630,AT1G28400,0.821631793
16631,AT1G48430,0.706921456
16632,AT1G51690,0.120156149
16633,AT2G43010,0.009004871
16634,AT1G09830,0.194638914
16635,AT1G32920,0.013195647
16636,AT1G73740,0.005102602
16637,AT2G43460,0.99999962
16638,AT3G04070,0.033147282
16639,AT3G18740,0.179447028
16640,AT4G03410,0.961811931
16641,AT4G15410,0.249105136
16642,AT4G38580,0.122075983
16643,AT5G13190,0.008111024
16644,AT1G10900,0.056712578
16645,AT1G28580,0.359049636
16646,AT1G58180,0.862252558
16647,AT2G43550,0.010940259
16648,AT4G00030,0.580703647
16649,AT4G33250,0.187263426
16650,AT4G39520,0.501024316
16651,AT5G05820,0.296576325
16652,AT5G57330,0.042397155
16653,AT5G65480,0.075547607
16654,AT1G04080,0.823947698
16655,AT1G10700,0.002445011
16656,AT1G12520,0.615279846
16657,AT1G79270,0.317884436
16658,AT3G63400,0.487307403
16659,AT1G32860,0.044526953
16660,AT1G34430,0.104545447
16661,AT2G37270,0.144178148
16662,AT3G06650,0.634530481
16663,AT4G22580,0.069288897
16664,AT5G19770,0.904805993
16665,AT5G42850,0.330133142
16666,AT1G80490,0.291012766
16667,AT5G04760,0.856949379
16668,AT5G13390,0.09789696
16669,AT5G55310,0.006593002
16670,AT1G68690,0.058115673
16671,AT1G69890,0.01028885
16672,AT2G20450,0.616217332
16673,AT2G27100,0.034587038
16674,AT2G39780,0.244117805
16675,AT3G23490,0.005060563
16676,AT4G21380,0.016502719
16677,AT5G08160,0.446556454
16678,AT5G08630,0.91591652
16679,AT5G53160,0.476335366
16680,AT5G53170,0.003114741
16681,AT1G04510,0.408378882
16682,AT1G04780,0.118709642
16683,AT2G20230,0.002109746
16684,AT2G42010,0.146348847
16685,AT2G47880,0.779199059
16686,AT4G10320,0.006205784
16687,AT4G35250,0.00472457
16688,AT1G80790,0.050193704
16689,AT2G43560,0.20989341
16690,AT4G31820,0.130069616
16691,AT5G36230,0.974456059
16692,AT5G43100,0.010611354
16693,AT5G62610,0.342619626
16694,AT5G67070,0.761091339
16695,AT1G30480,0.013691046
16696,AT3G04590,0.493055376
16697,AT3G20550,0.028839685
16698,AT5G11960,0.110301435
16699,AT5G24840,0.663018515
16700,AT5G46780,0.00766792
16701,AT1G13560,0.983194791
16702,AT2G38360,0.129572348
16703,AT2G40590,0.707892957
16704,AT4G20970,0.111271168
16705,AT5G10470,0.577390983
16706,AT5G42740,0.62578797
16707,AT1G25275,0.344611585
16708,AT1G28230,0.186751756
16709,AT1G69460,0.666991746
16710,AT1G79090,0.795729493
16711,AT2G04350,0.944705871
16712,AT2G05790,0.004612893
16713,AT2G06210,0.393883322
16714,AT2G37970,0.875594862
16715,AT2G45010,0.441894638
16716,AT3G02170,0.372577662
16717,AT4G21580,0.717087402
16718,AT5G23070,0.127146516
16719,AT2G01420,0.032665998
16720,AT2G29290,0.004597873
16721,AT2G35780,0.00201197
16722,AT3G02580,0.587756642
16723,AT3G08640,0.011976138
16724,AT3G51510,0.021252526
16725,AT4G01800,0.000544373
16726,AT4G10710,0.296619917
16727,AT4G18390,0.091429805
16728,AT4G21910,0.398187397
16729,AT5G14930,0.025333195
16730,AT1G05805,0.485469254
16731,AT1G10470,0.414717037
16732,AT1G63000,0.833440016
16733,AT3G19950,0.060066098
16734,AT3G25180,0.024986232
16735,AT4G34890,0.60908141
16736,AT5G05100,0.017363786
16737,AT5G10010,0.44307989
16738,AT5G16620,0.058422267
16739,AT5G43960,0.164784681
16740,AT5G61560,3.44E-06
16741,AT5G64070,0.024267153
16742,AT1G20810,0.030698687
16743,AT1G21450,0.007394957
16744,AT1G51650,0.240900362
16745,AT1G74850,0.090623749
16746,AT2G37770,0.061447221
16747,AT3G04210,0.720148625
16748,AT3G05680,0.055291694
16749,AT5G15350,0.20245956
16750,AT5G25440,0.000874816
16751,AT5G42190,0.011773992
16752,AT5G59080,0.873379211
16753,AT2G01650,0.553620872
16754,AT2G22250,0.360768963
16755,AT4G00355,0.494645059
16756,AT5G65780,0.443566328
16757,AT3G46530,0.484547669
16758,AT4G22260,0.366451929
16759,AT4G26700,0.002544698
16760,AT5G13730,6.87E-05
16761,AT1G03160,0.445832921
16762,AT1G24360,0.773700861
16763,AT1G30730,4.98E-05
16764,AT1G55330,0.069680274
16765,AT4G09830,0.285176204
16766,AT5G18190,0.398257295
16767,AT5G42250,0.037195181
16768,AT1G24050,0.892374814
16769,AT1G28140,0.018902734
16770,AT2G20020,0.157375296
16771,AT4G01370,0.014950401
16772,AT4G04040,0.637476781
16773,AT4G27410,0.347957492
16774,AT4G36210,0.0932772
16775,AT4G39850,0.156808561
16776,AT5G63640,0.377861772
16777,AT1G47860,0.515494209
16778,AT2G30100,0.026153272
16779,AT2G39380,1.38E-06
16780,AT3G17590,0.881631925
16781,AT4G08470,0.205227408
16782,AT4G27280,0.887753817
16783,AT5G17190,0.214612024
16784,AT5G52060,0.445044645
16785,AT5G53120,0.543457944
16786,AT1G31780,0.180627577
16787,AT1G31970,0.733411359
16788,AT1G78670,0.376142172
16789,AT2G37190,0.532715497
16790,AT3G22290,0.024961736
16791,AT1G27310,0.580754228
16792,AT3G10350,0.002163673
16793,AT3G10770,0.491375142
16794,AT3G13580,0.446143923
16795,AT4G02930,0.020848335
16796,AT5G06110,0.000202656
16797,AT3G49470,0.094926089
16798,AT3G50830,0.229675084
16799,AT4G09020,0.003033102
16800,AT4G15550,0.089252664
16801,AT4G24680,0.017769797
16802,AT5G08610,0.898545822
16803,AT5G36170,0.034740045
16804,AT1G33230,0.385860272
16805,AT1G76850,0.063661263
16806,AT2G01720,0.286249355
16807,AT2G24860,0.360025812
16808,AT3G11780,0.433502047
16809,AT4G29750,0.208964844
16810,AT4G31580,0.00844665
16811,AT5G02530,0.888119531
16812,AT5G10540,0.186749474
16813,AT5G44320,0.008912436
16814,AT5G66210,0.364075075
16815,AT1G14610,0.795911963
16816,AT1G14870,2.70E-05
16817,AT1G54130,0.113584722
16818,AT1G75990,0.218316038
16819,AT2G39470,0.013856301
16820,AT2G42760,0.013478904
16821,AT3G57330,6.19E-05
16822,AT4G24110,0.066631728
16823,AT4G37640,0.001001103
16824,AT1G24145,0.007620265
16825,AT2G22720,0.23038363
16826,AT3G02760,0.224510204
16827,AT3G60600,0.015091282
16828,AT5G04340,0.005590449
16829,AT5G25260,6.89E-05
16830,AT5G48580,0.479330647
16831,AT1G76560,0.111315618
16832,AT3G54420,0.000102092
16833,AT3G60130,0.007874364
16834,AT4G00830,0.383812434
16835,AT5G08520,0.974280502
16836,AT5G35690,0.764268941
16837,AT5G59030,0.121070451
16838,AT1G32210,0.358550908
16839,AT2G11230,0.987459896
16840,AT3G62840,0.313304084
16841,AT4G17530,0.427669841
16842,AT4G27740,0.379700028
16843,AT5G24650,0.868044841
16844,AT5G56170,0.011351873
16845,AT5G65770,0.930438131
16846,AT2G27080,0.970231675
16847,AT2G47380,0.464206062
16848,AT3G09650,0.016967648
16849,AT4G00860,0.973195034
16850,AT5G01850,0.015531231
16851,AT5G10695,0.057957905
16852,AT5G24670,0.864872071
16853,AT1G23740,0.000584875
16854,AT1G69880,0.220803166
16855,AT2G05620,0.007093803
16856,AT2G18280,0.546455316
16857,AT2G29690,0.609334592
16858,AT5G05580,0.118421495
16859,AT5G28060,0.579965472
16860,AT5G58640,0.408834587
16861,AT5G61170,0.018061798
16862,AT1G15780,0.155328669
16863,AT1G20770,0.229256408
16864,AT2G40600,0.916169589
16865,AT2G42880,0.174046715
16866,AT3G60320,0.187547454
16867,AT4G29810,0.000254211
16868,AT4G33666,0.035441631
16869,AT4G35230,0.495264411
16870,AT4G36520,0.13156772
16871,AT5G59540,0.001642391
16872,AT1G67930,0.337637647
16873,AT3G07670,0.227646706
16874,AT3G10420,0.933553144
16875,AT3G26710,0.014280046
16876,AT4G13020,0.28823504
16877,AT4G31560,0.000150196
16878,AT4G39990,0.82067225
16879,AT5G03910,0.293219496
16880,AT1G04480,5.73E-05
16881,AT1G09940,0.161486935
16882,AT1G63970,0.480318577
16883,AT2G25610,0.385774608
16884,AT2G40290,0.580751916
16885,AT2G45520,0.583824347
16886,AT3G52180,2.83E-05
16887,AT4G14160,0.148363796
16888,AT4G14220,0.003337787
16889,AT4G21150,0.622187568
16890,AT5G63780,0.010003937
16891,AT2G40510,0.941853601
16892,AT3G43720,0.037171741
16893,AT3G62580,0.042987894
16894,AT4G36730,0.044317488
16895,AT5G08420,0.220899678
16896,AT5G22270,0.005601158
16897,AT5G24430,0.000444319
16898,AT1G60900,0.030491032
16899,AT2G23350,0.018253502
16900,AT3G16290,0.029056003
16901,AT3G28715,0.19509947
16902,AT3G50740,0.000568124
16903,AT3G63010,0.038624919
16904,AT4G01080,0.498213255
16905,AT4G03400,0.114577682
16906,AT4G17870,0.751539699
16907,AT5G28300,0.078659243
16908,AT5G35200,0.007890988
16909,AT5G65310,0.430016262
16910,AT1G01160,0.063448428
16911,AT1G30200,0.027917786
16912,AT1G53670,0.025130995
16913,AT2G30930,0.755331351
16914,AT2G38650,0.27669128
16915,AT2G45290,0.003904506
16916,AT3G13930,0.022452194
16917,AT3G54540,0.003096081
16918,AT5G38060,0.963935975
16919,AT1G10670,0.230576587
16920,AT3G06720,0.567934196
16921,AT3G23300,0.004473536
16922,AT3G44890,0.059573388
16923,AT4G02725,0.090275458
16924,AT5G23000,0.857097437
16925,AT1G13020,0.087312904
16926,AT1G64750,0.930839396
16927,AT2G19790,0.798528583
16928,AT2G21970,0.005024804
16929,AT2G45540,0.037417548
16930,AT2G48160,0.527580403
16931,AT3G14230,0.590666636
16932,AT3G33004,0.874397894
16933,AT4G26840,0.692295837
16934,AT5G12470,0.1875801
16935,AT1G09932,0.00089461
16936,AT1G26580,0.635350261
16937,AT1G70320,0.056996696
16938,AT2G39720,0.845217687
16939,AT3G05280,0.069592704
16940,AT3G24490,0.661718886
16941,AT3G28865,0.816896866
16942,AT3G51890,0.351046874
16943,AT3G56460,0.885101946
16944,AT4G05160,0.005630171
16945,AT5G20990,0.000963815
16946,AT5G65270,0.065165899
16947,AT1G26240,0.92098683
16948,AT1G32050,0.676953714
16949,AT1G52300,0.719063512
16950,AT1G64520,0.625924734
16951,AT3G02570,0.319911755
16952,AT3G12390,0.55078638
16953,AT3G16910,0.041466913
16954,AT4G17560,0.002962339
16955,AT5G19450,0.207351282
16956,AT1G47260,0.7365616
16957,AT3G54470,0.080778248
16958,AT4G19960,0.060692383
16959,AT5G09510,0.289804481
16960,AT5G20190,0.172203916
16961,AT5G59160,0.075209973
16962,AT5G59850,0.072524104
16963,AT3G16850,0.007301312
16964,AT4G29735,0.110271215
16965,AT1G29900,0.589742712
16966,AT2G26280,0.27581325
16967,AT2G30600,0.438596593
16968,AT2G43750,0.112558529
16969,AT3G11945,0.7812796
16970,AT3G28710,0.708307767
16971,AT3G43810,0.148489587
16972,AT4G25900,0.010067448
16973,AT1G07720,0.00613166
16974,AT2G29980,0.449597817
16975,AT3G09210,0.108809725
16976,AT3G15820,0.856522122
16977,AT4G00450,0.727482782
16978,AT4G01320,0.39493806
16979,AT4G22150,0.116232391
16980,AT5G09590,0.317555719
16981,AT5G24810,0.01469442
16982,AT5G35980,0.10502178
16983,AT5G40770,0.055488913
16984,AT1G01100,0.481004388
16985,AT1G04340,0.535306727
16986,AT1G62510,0.231966505
16987,AT1G76450,0.188339455
16988,AT2G21140,0.018795453
16989,AT3G16830,0.006305889
16990,AT3G18680,0.041416549
16991,AT4G11175,0.029383454
16992,AT4G15260,0.124421379
16993,AT5G43560,0.788443716
16994,AT5G67590,0.014941353
16995,AT1G22530,0.048394117
16996,AT1G69390,0.652135894
16997,AT1G79440,0.34456102
16998,AT3G07880,0.328289317
16999,AT3G63080,0.702268816
17000,AT3G63310,0.222343541
17001,AT5G10950,0.161662133
17002,AT5G24470,0.042376489
17003,AT1G16470,0.054558632
17004,AT1G47710,0.008389309
17005,AT1G71980,0.045409624
17006,AT2G20280,0.304448448
17007,AT3G19900,0.680433781
17008,AT3G54110,0.001418337
17009,AT4G14070,0.074386686
17010,AT5G28040,0.207323883
17011,AT1G12500,0.044295851
17012,AT1G59910,0.26439374
17013,AT1G78150,0.340288012
17014,AT2G39700,0.26525032
17015,AT2G40750,0.129795064
17016,AT3G06550,0.39075721
17017,AT3G14930,0.02282469
17018,AT3G24506,0.09751144
17019,AT3G48780,0.000852525
17020,AT4G18950,0.005873411
17021,AT4G33530,0.826064077
17022,AT4G36960,0.405327723
17023,AT5G12140,0.481165382
17024,AT5G18930,0.860705137
17025,AT1G03610,0.125268037
17026,AT2G36160,0.317212825
17027,AT3G04730,0.278096737
17028,AT4G10120,0.012992318
17029,AT4G28140,0.131592702
17030,AT1G28420,0.899914048
17031,AT1G48900,0.414825057
17032,AT1G54030,0.033219937
17033,AT2G17220,0.00524493
17034,AT5G49940,0.74974018
17035,AT1G34190,0.605408951
17036,AT1G63830,0.024809826
17037,AT3G11280,0.015041546
17038,AT4G17840,0.184423548
17039,AT5G03940,0.001144696
17040,AT5G18550,0.181053003
17041,AT5G18650,0.351930634
17042,AT5G54110,0.001858544
17043,AT5G65010,0.198805373
17044,AT2G18510,0.616464267
17045,AT2G26890,0.00551263
17046,AT3G06080,0.388539766
17047,AT3G20050,0.664173228
17048,AT3G61960,0.063472538
17049,AT5G11680,0.224842247
17050,AT5G45470,0.048459418
17051,AT1G19640,0.000112241
17052,AT2G05920,0.023135075
17053,AT2G06850,3.34E-05
17054,AT2G40890,0.001476406
17055,AT3G09850,0.413152065
17056,AT5G20890,0.534475657
17057,AT1G04750,0.344044166
17058,AT1G08580,0.212603257
17059,AT1G20070,0.575939101
17060,AT1G44820,0.339287721
17061,AT1G47200,0.370174312
17062,AT2G26570,0.041302553
17063,AT5G61020,0.003348326
17064,AT5G66530,0.409506048
17065,AT1G04430,0.149197366
17066,AT1G79280,0.32673611
17067,AT2G17240,0.017601415
17068,AT3G44720,0.028204471
17069,AT3G46030,0.202772312
17070,AT5G42890,0.640452819
17071,AT5G49890,0.920001899
17072,AT1G19960,0.051452308
17073,AT1G79870,0.212605291
17074,AT3G25910,0.661108275
17075,AT3G50000,0.621831571
17076,AT1G15740,0.249346186
17077,AT1G20330,0.573884018
17078,AT1G28150,0.109971733
17079,AT2G32920,0.008751602
17080,AT3G20500,0.732590489
17081,AT4G25550,0.037321381
17082,AT5G61520,0.040396212
17083,AT5G66070,0.004703797
17084,AT1G10200,0.362960623
17085,AT1G12440,0.668998935
17086,AT1G15530,0.004301659
17087,AT1G36980,0.425574937
17088,AT2G39950,0.37549047
17089,AT3G55400,0.791502585
17090,AT3G59060,0.090637024
17091,AT3G62010,0.006254232
17092,AT4G03260,0.001396929
17093,AT4G24800,0.273842963
17094,AT4G37790,0.000562347
17095,AT5G49980,0.032319031
17096,AT1G12360,0.025017157
17097,AT1G32220,0.015795791
17098,AT1G72440,0.202921028
17099,AT3G26290,0.177227314
17100,AT4G31860,0.203582831
17101,AT5G49840,0.442889879
17102,AT5G60750,0.588105708
17103,AT1G03740,0.000494602
17104,AT1G07230,0.002290196
17105,AT1G36160,0.777776704
17106,AT1G52740,0.749714459
17107,AT1G75350,0.143240569
17108,AT1G77370,0.003186903
17109,AT1G79570,0.006219784
17110,AT3G62750,0.001697556
17111,AT4G10810,0.542393249
17112,AT4G32150,0.388096917
17113,AT4G39670,0.183914989
17114,AT1G25220,0.00070647
17115,AT3G56490,0.454047173
17116,AT5G52200,0.118648199
17117,AT1G15370,0.059649813
17118,AT1G80410,0.021104253
17119,AT2G22330,0.047385782
17120,AT3G18290,0.65016991
17121,AT3G50930,0.04517395
17122,AT1G79000,0.520503089
17123,AT3G08850,0.168401413
17124,AT4G29330,0.009098391
17125,AT4G36750,0.840259184
17126,AT5G14270,0.090237681
17127,AT5G40850,0.233577354
17128,AT5G52010,0.055844152
17129,AT1G18260,0.14517869
17130,AT2G41790,0.197513956
17131,AT3G19290,0.026096841
17132,AT3G22210,0.125486308
17133,AT5G50250,5.17E-05
17134,AT5G57110,0.008264158
17135,AT1G06890,0.163502172
17136,AT1G12780,0.268965341
17137,AT1G21065,0.009146977
17138,AT1G24460,0.1936271
17139,AT1G64400,4.38E-05
17140,AT2G44710,0.404037978
17141,AT3G57990,0.121805901
17142,AT4G14040,0.044743062
17143,AT1G30400,0.119405874
17144,AT1G51160,0.442666433
17145,AT1G73500,0.119437502
17146,AT2G20820,0.350026228
17147,AT3G06810,0.267793039
17148,AT4G33630,0.035376689
17149,AT4G39350,0.810413049
17150,AT5G04560,0.052027976
17151,AT5G23440,0.119444265
17152,AT5G43470,0.013561948
17153,AT5G45500,0.926971428
17154,AT5G47890,0.258647726
17155,AT5G65207,0.848178558
17156,AT1G01990,0.058155501
17157,AT1G56500,0.091777212
17158,AT1G72010,0.578521625
17159,AT1G74270,0.29194844
17160,AT2G47840,0.212142644
17161,AT3G58750,0.06159679
17162,AT3G59820,0.641061286
17163,AT5G01380,0.427448411
17164,AT5G16560,0.758211086
17165,AT1G09270,0.086139179
17166,AT3G27960,0.564300106
17167,AT4G21990,0.28101813
17168,AT5G15870,0.000102266
17169,AT1G18390,0.036794855
17170,AT1G21580,0.66759016
17171,AT1G57990,0.283487215
17172,AT3G47250,0.258302155
17173,AT3G58570,0.927457325
17174,AT3G62810,0.937279749
17175,AT4G25370,0.409698041
17176,AT5G59890,0.860988098
17177,AT5G66060,0.934671124
17178,AT2G45000,0.385446012
17179,AT3G28050,0.358843961
17180,AT5G01900,0.158143779
17181,AT1G10410,0.106616817
17182,AT1G22630,0.280509379
17183,AT1G76730,0.094479432
17184,AT1G80310,0.133671615
17185,AT3G12480,0.409900027
17186,AT4G28910,0.001485683
17187,AT5G49970,0.014327741
17188,AT5G61590,0.613272283
17189,AT1G06950,0.716783302
17190,AT1G49650,0.135301759
17191,AT2G21380,0.657414233
17192,AT3G04010,0.010732895
17193,AT3G07280,0.731590936
17194,AT3G25500,0.021068892
17195,AT4G15900,0.218750011
17196,AT4G30260,0.185349139
17197,AT4G33680,0.646151554
17198,AT4G35360,0.108621782
17199,AT5G08590,0.003444623
17200,AT5G25250,0.083070327
17201,AT5G47910,0.001215339
17202,AT5G52420,0.047451328
17203,AT5G66050,0.747122482
17204,AT1G04170,0.90634518
17205,AT1G48090,0.636471162
17206,AT3G04240,0.067105882
17207,AT3G20970,0.968947465
17208,AT3G42052,0.529611507
17209,AT3G50590,0.014475382
17210,AT3G57550,0.000172267
17211,AT4G02260,0.470001741
17212,AT5G17460,0.19199656
17213,AT5G20380,0.022412337
17214,AT5G63460,0.444632006
17215,AT1G04530,0.619433475
17216,AT1G05340,0.289859565
17217,AT1G19300,0.005085715
17218,AT1G29790,0.004344387
17219,AT3G58140,0.005349857
17220,AT5G07100,0.000793973
17221,AT5G10960,0.407474509
17222,AT1G29970,0.453732953
17223,AT1G54610,0.25981999
17224,AT1G61140,0.798541489
17225,AT1G80600,0.604876205
17226,AT3G19760,0.635338656
17227,AT4G17900,0.099219065
17228,AT4G24460,0.117608245
17229,AT4G36980,0.56270315
17230,AT5G42765,0.016752522
17231,AT1G64650,0.553859095
17232,AT3G19420,0.110102654
17233,AT3G58500,0.000732167
17234,AT4G15780,0.146996375
17235,AT4G33080,0.007130383
17236,AT5G11700,0.15560775
17237,AT1G30755,7.60E-05
17238,AT3G33530,0.01780014
17239,AT3G47670,0.14917477
17240,AT3G60190,0.538341963
17241,AT5G43130,0.279726849
17242,AT1G19610,0.089992535
17243,AT2G25730,0.019194041
17244,AT1G27100,0.216483299
17245,AT2G24420,0.464923355
17246,AT2G27580,0.033665761
17247,AT2G29350,0.112734544
17248,AT5G01920,0.006013757
17249,AT5G58020,0.235522499
17250,AT1G66980,0.303640211
17251,AT3G28220,0.552871767
17252,AT4G14800,0.055322865
17253,AT4G37510,0.006565007
17254,AT5G04720,0.110347953
17255,AT5G17770,0.665962425
17256,AT5G24620,0.023388336
17257,AT1G11580,0.085794848
17258,AT2G22360,0.288237266
17259,AT2G32700,0.171417435
17260,AT3G21750,0.027514067
17261,AT3G49670,0.504244038
17262,AT3G56110,0.094328289
17263,AT5G44720,0.141652071
17264,AT5G47860,0.114418146
17265,AT1G10590,0.045695177
17266,AT1G61660,0.097512718
17267,AT1G73200,0.348672781
17268,AT3G48200,0.000751419
17269,AT4G12060,0.311850837
17270,AT1G26880,0.542819763
17271,AT1G76990,0.381112467
17272,AT1G79930,0.023520661
17273,AT2G39960,0.284364917
17274,AT3G07810,0.044049343
17275,AT3G52560,0.270419136
17276,AT5G44860,0.77724068
17277,AT5G63030,0.423471102
17278,AT2G27720,0.499161422
17279,AT2G31840,0.019956936
17280,AT2G41870,0.464133659
17281,AT3G10800,0.026340595
17282,AT4G01100,0.140322857
17283,AT1G75630,0.540342838
17284,AT3G13360,0.540758711
17285,AT3G15210,0.68239823
17286,AT4G17330,0.439115553
17287,AT4G19860,0.696318877
17288,AT4G37870,0.008651074
17289,AT5G09650,0.014837228
17290,AT1G65580,0.046043007
17291,AT3G62660,0.131536985
17292,AT4G17270,0.510734838
17293,AT4G38470,0.999999575
17294,AT5G08760,0.000457299
17295,AT1G12760,0.265843052
17296,AT1G72930,0.901265289
17297,AT3G06470,0.169839061
17298,AT3G16250,0.01482468
17299,AT4G23460,0.185912236
17300,AT5G14200,0.044895449
17301,AT1G08980,0.003912916
17302,AT1G17440,0.289694046
17303,AT1G67730,0.936248563
17304,AT1G72510,0.447530106
17305,AT3G14690,0.252797218
17306,AT5G54390,0.56231095
17307,AT1G16210,0.245993805
17308,AT3G03940,0.009199878
17309,AT5G27350,0.42901013
17310,AT1G04810,0.633365317
17311,AT1G51700,0.162029203
17312,AT1G60710,0.498961133
