Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
South,Not Metropolitan,38,HighSchoolDiploma,39,Black,440.4
South,Metropolitan,70,HighSchoolDiploma,39,Black,1200
Midwest,Metropolitan,28,HighSchoolDiploma,39,White,1250
Midwest,Metropolitan,28,BachelorsDegree,43,White,2711
Midwest,Not Metropolitan,60,SomeCollegeButNoDegree,40,White,1000
South,Not Metropolitan,20,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,25,SomeCollegeButNoDegree,40,White,306
Midwest,Not Metropolitan,30,HighSchoolDiploma,39,White,460
Northeast,Not Metropolitan,66,BachelorsDegree,43,White,2884
Midwest,Metropolitan,39,BachelorsDegree,43,White,2115.38
Northeast,Metropolitan,40,BachelorsDegree,43,Black,1284.4
Midwest,Metropolitan,46,HighSchoolDiploma,39,White,1039.5
South,Metropolitan,45,SomeCollegeButNoDegree,40,White,1115
Midwest,Metropolitan,54,BachelorsDegree,43,White,673.07
Northeast,Metropolitan,25,AssocDegAcadem,42,Black,281.75
Midwest,Metropolitan,59,MastersDegree,44,White,1961.53
Northeast,Metropolitan,52,HighSchoolDiploma,39,White,1538.46
Midwest,Metropolitan,61,AssocDegOccupVocat,41,White,945
Northeast,Metropolitan,37,BachelorsDegree,43,White,1923.07
West,Metropolitan,51,AssocDegOccupVocat,41,White,880
South,Metropolitan,32,MastersDegree,44,White,884.61
South,Metropolitan,47,HighSchoolDiploma,39,Black,1040
Midwest,Metropolitan,26,AssocDegOccupVocat,41,White,1307.69
South,Metropolitan,58,SomeCollegeButNoDegree,40,White,564
West,Not Metropolitan,44,SomeCollegeButNoDegree,40,White,2083
South,Not Metropolitan,60,HighSchoolDiploma,39,White,942.3
Midwest,Metropolitan,42,BachelorsDegree,43,Black,720
Northeast,Metropolitan,53,HighSchoolDiploma,39,White,923
West,Not Identified,60,SomeCollegeButNoDegree,40,White,2769
West,Metropolitan,30,MastersDegree,44,White,1538.46
South,Metropolitan,48,EleventhGrade,37,Black,624
South,Not Metropolitan,50,AssocDegOccupVocat,41,White,530
Midwest,Metropolitan,40,HighSchoolDiploma,39,White,825
South,Not Metropolitan,26,EleventhGrade,37,White,200
Northeast,Metropolitan,63,ProfSchoolDegree,45,White,1750
Northeast,Metropolitan,28,HighSchoolDiploma,39,White,400
Northeast,Metropolitan,34,HighSchoolDiploma,39,White,673.07
Northeast,Metropolitan,41,BachelorsDegree,43,White,1846
Midwest,Not Metropolitan,47,HighSchoolDiploma,39,White,520
West,Metropolitan,33,DoctorateDegree,46,White,1730.76
South,Metropolitan,63,BachelorsDegree,43,White,480
West,Metropolitan,32,AssocDegOccupVocat,41,Black,615
Midwest,Metropolitan,60,DoctorateDegree,46,White,865
West,Metropolitan,60,BachelorsDegree,43,White,200
Northeast,Metropolitan,64,BachelorsDegree,43,White,2884.61
South,Metropolitan,40,HighSchoolDiploma,39,White,1120
South,Metropolitan,25,AssocDegAcadem,42,White,2250
Midwest,Metropolitan,61,SomeCollegeButNoDegree,40,White,673.07
Midwest,Metropolitan,57,BachelorsDegree,43,White,1538
Midwest,Metropolitan,36,MastersDegree,44,White,807
West,Metropolitan,28,SeventhOrEighthGrade,34,White,560
Northeast,Metropolitan,50,AssocDegAcadem,42,White,760
South,Metropolitan,39,SomeCollegeButNoDegree,40,Black,461.53
South,Metropolitan,31,SomeCollegeButNoDegree,40,White,920
Midwest,Metropolitan,22,SomeCollegeButNoDegree,40,White,692
Northeast,Not Metropolitan,50,HighSchoolDiploma,39,White,1490
South,Not Metropolitan,28,TwelthButNoDiploma,38,White,1615
South,Not Metropolitan,35,AssocDegAcadem,42,White,750
West,Metropolitan,54,BachelorsDegree,43,White,1153.84
West,Not Metropolitan,44,TwelthButNoDiploma,38,White,800
Northeast,Metropolitan,20,HighSchoolDiploma,39,White,650
West,Metropolitan,48,HighSchoolDiploma,39,White,431.2
West,Metropolitan,40,EleventhGrade,37,Black,807.69
Midwest,Metropolitan,24,HighSchoolDiploma,39,White,440
Northeast,Metropolitan,27,SomeCollegeButNoDegree,40,White,1030
South,Metropolitan,53,BachelorsDegree,43,Black,1250
Northeast,Metropolitan,50,FirstSecondThirdOrFourthGrade,32,White,1040
South,Metropolitan,47,BachelorsDegree,43,White,1038
Northeast,Metropolitan,35,HighSchoolDiploma,39,White,1953.2
South,Metropolitan,45,BachelorsDegree,43,White,742
South,Metropolitan,23,BachelorsDegree,43,White,650
Northeast,Metropolitan,52,MastersDegree,44,White,2884.61
South,Metropolitan,36,BachelorsDegree,43,White,1000
Midwest,Metropolitan,21,SomeCollegeButNoDegree,40,White,350
West,Not Metropolitan,43,MastersDegree,44,White,2250
Northeast,Metropolitan,53,HighSchoolDiploma,39,White,1064
West,Metropolitan,33,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,78,BachelorsDegree,43,White,865.38
Midwest,Not Metropolitan,49,HighSchoolDiploma,39,White,460
South,Not Metropolitan,54,DoctorateDegree,46,White,1076.92
South,Metropolitan,37,HighSchoolDiploma,39,White,720
South,Metropolitan,40,ProfSchoolDegree,45,White,1250
Northeast,Not Metropolitan,49,AssocDegOccupVocat,41,White,1107.8
South,Metropolitan,45,BachelorsDegree,43,White,1250
Midwest,Metropolitan,43,HighSchoolDiploma,39,White,370
Northeast,Metropolitan,30,BachelorsDegree,43,White,1520
Northeast,Metropolitan,34,ProfSchoolDegree,45,White,980.76
South,Metropolitan,40,SomeCollegeButNoDegree,40,White,550
South,Metropolitan,37,DoctorateDegree,46,White,1596.15
Northeast,Metropolitan,44,HighSchoolDiploma,39,White,560
Northeast,Metropolitan,47,HighSchoolDiploma,39,White,800
South,Not Metropolitan,75,SeventhOrEighthGrade,34,White,320
West,Metropolitan,48,AssocDegAcadem,42,Black,1538.46
Midwest,Metropolitan,30,HighSchoolDiploma,39,White,720
West,Not Metropolitan,62,SomeCollegeButNoDegree,40,White,980.76
South,Metropolitan,38,DoctorateDegree,46,White,1923.07
South,Metropolitan,21,HighSchoolDiploma,39,White,461
Midwest,Not Metropolitan,21,HighSchoolDiploma,39,White,366.66
Midwest,Not Metropolitan,54,TenthGrade,36,White,640
Midwest,Not Metropolitan,46,BachelorsDegree,43,White,901.92
Northeast,Metropolitan,72,MastersDegree,44,White,1153
South,Metropolitan,37,SomeCollegeButNoDegree,40,White,680
West,Metropolitan,37,MastersDegree,44,White,2307.69
South,Not Metropolitan,26,HighSchoolDiploma,39,White,288.46
Northeast,Metropolitan,54,HighSchoolDiploma,39,White,1312
West,Metropolitan,41,BachelorsDegree,43,White,1211.53
South,Metropolitan,55,BachelorsDegree,43,White,1788
Midwest,Metropolitan,30,HighSchoolDiploma,39,White,384
West,Metropolitan,38,AssocDegOccupVocat,41,White,2115.38
Midwest,Metropolitan,37,HighSchoolDiploma,39,White,1923
Midwest,Metropolitan,59,BachelorsDegree,43,White,1400
Northeast,Not Metropolitan,43,SomeCollegeButNoDegree,40,White,472.5
South,Metropolitan,48,BachelorsDegree,43,White,1576
West,Metropolitan,28,HighSchoolDiploma,39,White,625
West,Metropolitan,47,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,64,SomeCollegeButNoDegree,40,White,461.53
Northeast,Metropolitan,59,AssocDegOccupVocat,41,Black,550
Northeast,Metropolitan,40,SeventhOrEighthGrade,34,White,360
South,Metropolitan,44,SomeCollegeButNoDegree,40,Black,262.5
Midwest,Metropolitan,30,DoctorateDegree,46,White,1384.61
Midwest,Not Metropolitan,21,AssocDegOccupVocat,41,White,508
Midwest,Metropolitan,24,SomeCollegeButNoDegree,40,White,298.44
Midwest,Metropolitan,61,HighSchoolDiploma,39,White,720
West,Metropolitan,24,BachelorsDegree,43,White,784
Northeast,Metropolitan,50,EleventhGrade,37,White,865.38
West,Metropolitan,47,HighSchoolDiploma,39,White,318
South,Not Metropolitan,43,HighSchoolDiploma,39,White,2038
West,Metropolitan,42,SomeCollegeButNoDegree,40,White,923
Northeast,Not Metropolitan,30,AssocDegOccupVocat,41,White,769.23
Northeast,Metropolitan,34,BachelorsDegree,43,White,400
West,Not Metropolitan,36,HighSchoolDiploma,39,White,646.15
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,400
Midwest,Metropolitan,42,AssocDegAcadem,42,Black,961.53
West,Metropolitan,51,SomeCollegeButNoDegree,40,White,1634.61
Northeast,Metropolitan,41,BachelorsDegree,43,White,538.46
West,Metropolitan,34,SomeCollegeButNoDegree,40,White,340
Midwest,Metropolitan,33,MastersDegree,44,White,1115.38
West,Metropolitan,26,EleventhGrade,37,White,306
West,Not Metropolitan,52,ProfSchoolDegree,45,White,2884.61
Midwest,Metropolitan,51,HighSchoolDiploma,39,White,1730.76
Midwest,Not Metropolitan,49,NinthGrade,35,White,500
West,Metropolitan,46,ProfSchoolDegree,45,White,300
Northeast,Not Metropolitan,51,BachelorsDegree,43,White,940
Midwest,Not Metropolitan,64,SomeCollegeButNoDegree,40,White,961.53
South,Metropolitan,28,SomeCollegeButNoDegree,40,White,625
South,Metropolitan,33,EleventhGrade,37,White,660
South,Metropolitan,27,MastersDegree,44,White,1615
West,Metropolitan,53,AssocDegAcadem,42,White,1384.61
South,Not Metropolitan,35,HighSchoolDiploma,39,White,688
Northeast,Metropolitan,58,SomeCollegeButNoDegree,40,White,1250
Northeast,Metropolitan,53,TenthGrade,36,White,288
South,Metropolitan,31,HighSchoolDiploma,39,White,1000
West,Metropolitan,39,BachelorsDegree,43,White,2076.92
Northeast,Metropolitan,39,SomeCollegeButNoDegree,40,Black,360
Midwest,Metropolitan,33,HighSchoolDiploma,39,White,1730.76
Midwest,Metropolitan,30,TwelthButNoDiploma,38,White,400
Northeast,Not Metropolitan,31,HighSchoolDiploma,39,White,570
West,Metropolitan,49,DoctorateDegree,46,White,2023.8
Midwest,Metropolitan,61,SomeCollegeButNoDegree,40,White,922.46
South,Metropolitan,45,BachelorsDegree,43,White,1807.69
South,Metropolitan,52,SomeCollegeButNoDegree,40,White,784.61
Midwest,Not Metropolitan,33,SomeCollegeButNoDegree,40,White,700
South,Metropolitan,47,HighSchoolDiploma,39,White,480
West,Metropolitan,32,BachelorsDegree,43,White,1403.84
South,Metropolitan,27,EleventhGrade,37,Black,650
South,Metropolitan,57,BachelorsDegree,43,White,2884.61
South,Metropolitan,42,SomeCollegeButNoDegree,40,White,923.07
South,Metropolitan,44,BachelorsDegree,43,Black,850
West,Metropolitan,36,MastersDegree,44,White,1086
Midwest,Metropolitan,31,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,26,AssocDegAcadem,42,White,807
Midwest,Metropolitan,32,BachelorsDegree,43,White,1057
South,Metropolitan,35,BachelorsDegree,43,White,492.8
Northeast,Metropolitan,45,HighSchoolDiploma,39,White,960
South,Metropolitan,58,SomeCollegeButNoDegree,40,White,400
Northeast,Not Metropolitan,52,AssocDegAcadem,42,White,1538.46
Northeast,Not Metropolitan,57,TenthGrade,36,White,770
West,Not Metropolitan,52,FifthorSixthGrade,33,White,480
South,Not Metropolitan,45,SomeCollegeButNoDegree,40,White,270
West,Metropolitan,37,HighSchoolDiploma,39,White,1653.84
Midwest,Metropolitan,16,HighSchoolDiploma,39,White,297.5
South,Metropolitan,48,AssocDegAcadem,42,White,851
West,Metropolitan,40,TwelthButNoDiploma,38,White,350
South,Metropolitan,55,AssocDegOccupVocat,41,White,960
South,Metropolitan,43,SomeCollegeButNoDegree,40,White,1730.76
Midwest,Metropolitan,41,MastersDegree,44,White,276.92
Northeast,Metropolitan,33,BachelorsDegree,43,White,1384.61
Midwest,Not Metropolitan,61,HighSchoolDiploma,39,White,920
West,Metropolitan,42,SomeCollegeButNoDegree,40,White,1153.84
West,Not Metropolitan,55,AssocDegOccupVocat,41,White,2000
Midwest,Metropolitan,47,BachelorsDegree,43,White,2884.61
West,Metropolitan,33,BachelorsDegree,43,White,1442.3
South,Not Metropolitan,50,MastersDegree,44,White,2307
Midwest,Not Metropolitan,45,BachelorsDegree,43,White,1605.5
South,Metropolitan,24,BachelorsDegree,43,White,400
West,Not Metropolitan,36,DoctorateDegree,46,White,1076.92
Northeast,Metropolitan,44,BachelorsDegree,43,White,1750
Northeast,Metropolitan,51,HighSchoolDiploma,39,White,656
West,Metropolitan,58,HighSchoolDiploma,39,White,1015
Northeast,Not Metropolitan,38,AssocDegOccupVocat,41,White,1212
South,Metropolitan,38,HighSchoolDiploma,39,White,1840
West,Metropolitan,57,DoctorateDegree,46,White,1596
Midwest,Not Metropolitan,54,SomeCollegeButNoDegree,40,White,1088.16
South,Metropolitan,50,BachelorsDegree,43,Black,2750
South,Metropolitan,55,HighSchoolDiploma,39,Black,360
Northeast,Metropolitan,26,FifthorSixthGrade,33,White,288.75
South,Not Metropolitan,38,SomeCollegeButNoDegree,40,White,538.46
West,Metropolitan,54,BachelorsDegree,43,White,480
South,Metropolitan,33,EleventhGrade,37,White,1394.23
Midwest,Metropolitan,37,AssocDegAcadem,42,White,680
South,Metropolitan,31,SomeCollegeButNoDegree,40,White,442.3
Midwest,Metropolitan,42,BachelorsDegree,43,White,576.92
West,Metropolitan,43,BachelorsDegree,43,White,1280
Midwest,Metropolitan,56,BachelorsDegree,43,White,1926.92
Northeast,Metropolitan,57,AssocDegAcadem,42,White,1004.5
South,Not Metropolitan,29,HighSchoolDiploma,39,White,517.6
South,Not Metropolitan,55,HighSchoolDiploma,39,White,300
South,Metropolitan,50,AssocDegAcadem,42,White,1000
Northeast,Not Metropolitan,32,HighSchoolDiploma,39,White,700
South,Not Metropolitan,59,HighSchoolDiploma,39,White,720
South,Metropolitan,25,BachelorsDegree,43,White,1153.84
South,Not Metropolitan,30,BachelorsDegree,43,White,1250
South,Metropolitan,38,ProfSchoolDegree,45,White,769
Midwest,Not Metropolitan,37,HighSchoolDiploma,39,White,754
Northeast,Metropolitan,29,TwelthButNoDiploma,38,White,700
Northeast,Metropolitan,57,AssocDegAcadem,42,White,2884.61
Midwest,Metropolitan,52,BachelorsDegree,43,White,1538.46
Midwest,Metropolitan,28,HighSchoolDiploma,39,White,680
Northeast,Not Metropolitan,55,BachelorsDegree,43,White,2884.61
South,Metropolitan,33,HighSchoolDiploma,39,Black,400
Northeast,Metropolitan,59,AssocDegAcadem,42,White,800
South,Metropolitan,52,SomeCollegeButNoDegree,40,White,1153
South,Metropolitan,44,TwelthButNoDiploma,38,White,540
Midwest,Metropolitan,59,HighSchoolDiploma,39,White,673.07
South,Metropolitan,41,BachelorsDegree,43,White,1107.69
South,Metropolitan,53,BachelorsDegree,43,White,1461
Midwest,Not Metropolitan,41,BachelorsDegree,43,White,1476
West,Not Metropolitan,52,HighSchoolDiploma,39,White,1213.3
West,Not Metropolitan,58,BachelorsDegree,43,White,1680.46
Midwest,Metropolitan,60,MastersDegree,44,White,1365
West,Metropolitan,50,BachelorsDegree,43,White,1500
Northeast,Metropolitan,31,HighSchoolDiploma,39,Black,253.75
Midwest,Metropolitan,60,HighSchoolDiploma,39,White,720
South,Metropolitan,62,BachelorsDegree,43,White,673.07
West,Metropolitan,24,BachelorsDegree,43,White,504
Northeast,Metropolitan,24,BachelorsDegree,43,White,673
Northeast,Not Metropolitan,39,HighSchoolDiploma,39,White,576.92
Northeast,Metropolitan,70,SomeCollegeButNoDegree,40,White,830.76
West,Metropolitan,38,HighSchoolDiploma,39,White,769.23
West,Metropolitan,40,BachelorsDegree,43,White,1634.61
Northeast,Metropolitan,49,HighSchoolDiploma,39,White,315
South,Not Metropolitan,61,HighSchoolDiploma,39,White,520
West,Not Metropolitan,38,HighSchoolDiploma,39,White,903.84
South,Metropolitan,66,AssocDegAcadem,42,White,600
Midwest,Metropolitan,50,NinthGrade,35,White,320
Northeast,Not Metropolitan,26,HighSchoolDiploma,39,White,780
Northeast,Metropolitan,45,HighSchoolDiploma,39,White,1250
West,Metropolitan,33,AssocDegAcadem,42,Black,700
West,Metropolitan,34,BachelorsDegree,43,White,1019
Northeast,Metropolitan,50,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,45,HighSchoolDiploma,39,White,1250
Midwest,Metropolitan,27,MastersDegree,44,White,458.33
West,Metropolitan,51,BachelorsDegree,43,White,2884.61
West,Metropolitan,37,HighSchoolDiploma,39,White,1400
Northeast,Metropolitan,55,ProfSchoolDegree,45,White,1384
Northeast,Metropolitan,75,HighSchoolDiploma,39,White,700
South,Metropolitan,25,BachelorsDegree,43,White,961.53
South,Metropolitan,26,NinthGrade,35,White,337.5
South,Metropolitan,35,BachelorsDegree,43,White,1317.3
South,Metropolitan,52,BachelorsDegree,43,White,1538.46
Northeast,Metropolitan,36,SeventhOrEighthGrade,34,White,2884.61
Midwest,Not Metropolitan,49,BachelorsDegree,43,White,738.46
Midwest,Metropolitan,26,HighSchoolDiploma,39,White,320
Northeast,Metropolitan,34,HighSchoolDiploma,39,White,480
Northeast,Metropolitan,66,HighSchoolDiploma,39,Black,800
Northeast,Metropolitan,30,SomeCollegeButNoDegree,40,White,884.61
South,Metropolitan,45,BachelorsDegree,43,Black,1096.15
Midwest,Metropolitan,40,BachelorsDegree,43,White,1500
Northeast,Metropolitan,57,HighSchoolDiploma,39,White,340
South,Metropolitan,41,BachelorsDegree,43,White,1538
Midwest,Metropolitan,23,BachelorsDegree,43,White,1269.23
Midwest,Metropolitan,56,BachelorsDegree,43,White,1384
West,Metropolitan,47,BachelorsDegree,43,Black,181
Midwest,Metropolitan,29,HighSchoolDiploma,39,White,590
Midwest,Not Metropolitan,49,BachelorsDegree,43,White,992
South,Not Metropolitan,60,SomeCollegeButNoDegree,40,White,720
Northeast,Metropolitan,36,SomeCollegeButNoDegree,40,White,500
Midwest,Metropolitan,31,SeventhOrEighthGrade,34,White,425
Midwest,Metropolitan,35,MastersDegree,44,White,1153.84
South,Metropolitan,44,AssocDegOccupVocat,41,White,961.53
Northeast,Metropolitan,48,BachelorsDegree,43,White,2581.09
West,Not Identified,40,HighSchoolDiploma,39,White,600
South,Metropolitan,46,AssocDegOccupVocat,41,White,730.76
South,Not Metropolitan,45,BachelorsDegree,43,White,1961.53
South,Metropolitan,40,SomeCollegeButNoDegree,40,White,400
Northeast,Metropolitan,52,HighSchoolDiploma,39,White,650
West,Metropolitan,44,SeventhOrEighthGrade,34,White,320
Midwest,Metropolitan,30,HighSchoolDiploma,39,White,380
South,Metropolitan,29,BachelorsDegree,43,White,1192.3
South,Metropolitan,35,MastersDegree,44,White,1865.38
West,Metropolitan,28,SomeCollegeButNoDegree,40,White,2300
West,Metropolitan,40,BachelorsDegree,43,White,2019.23
Midwest,Metropolitan,21,SomeCollegeButNoDegree,40,White,250
Northeast,Metropolitan,54,AssocDegOccupVocat,41,White,2048.04
Midwest,Not Metropolitan,28,AssocDegOccupVocat,41,White,630
Northeast,Metropolitan,62,BachelorsDegree,43,White,2600
South,Not Metropolitan,55,SomeCollegeButNoDegree,40,White,480.76
Midwest,Metropolitan,59,AssocDegOccupVocat,41,White,846.15
Northeast,Metropolitan,48,SomeCollegeButNoDegree,40,White,1552.4
Northeast,Not Metropolitan,56,BachelorsDegree,43,White,300
West,Metropolitan,39,MastersDegree,44,White,807.69
West,Metropolitan,51,FifthorSixthGrade,33,White,420
South,Metropolitan,49,BachelorsDegree,43,Black,673.07
South,Metropolitan,49,MastersDegree,44,White,1000
Midwest,Metropolitan,45,SomeCollegeButNoDegree,40,White,1500
Northeast,Metropolitan,58,HighSchoolDiploma,39,White,1200
West,Metropolitan,62,DoctorateDegree,46,White,1384.61
Midwest,Not Metropolitan,33,NinthGrade,35,White,600
South,Metropolitan,56,BachelorsDegree,43,White,1057
Midwest,Metropolitan,29,HighSchoolDiploma,39,White,760
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,767.6
Northeast,Not Metropolitan,63,MastersDegree,44,White,1961.53
South,Not Metropolitan,53,SomeCollegeButNoDegree,40,White,673.07
Midwest,Metropolitan,67,ProfSchoolDegree,45,White,2884.61
South,Metropolitan,47,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,49,BachelorsDegree,43,White,1634.61
Midwest,Not Metropolitan,58,AssocDegOccupVocat,41,White,2210
South,Metropolitan,47,HighSchoolDiploma,39,White,923.07
Midwest,Metropolitan,51,MastersDegree,44,White,903.84
Midwest,Metropolitan,67,SomeCollegeButNoDegree,40,White,1038.46
Midwest,Metropolitan,50,HighSchoolDiploma,39,White,480
Midwest,Metropolitan,25,AssocDegOccupVocat,41,White,900
South,Metropolitan,54,HighSchoolDiploma,39,Black,800
Midwest,Metropolitan,52,MastersDegree,44,White,2884
South,Metropolitan,43,MastersDegree,44,White,1538.46
South,Metropolitan,29,BachelorsDegree,43,White,710
Northeast,Metropolitan,50,BachelorsDegree,43,White,2115.38
South,Metropolitan,45,SomeCollegeButNoDegree,40,Black,865.38
Northeast,Metropolitan,62,HighSchoolDiploma,39,White,640
South,Metropolitan,33,AssocDegOccupVocat,41,White,937.5
Midwest,Metropolitan,55,BachelorsDegree,43,White,2596.15
West,Metropolitan,22,SomeCollegeButNoDegree,40,White,536
South,Metropolitan,49,SomeCollegeButNoDegree,40,White,962.8
West,Metropolitan,19,HighSchoolDiploma,39,White,400
Northeast,Not Metropolitan,57,HighSchoolDiploma,39,White,456.4
Midwest,Metropolitan,57,HighSchoolDiploma,39,White,1346.15
South,Metropolitan,48,AssocDegAcadem,42,White,2115
Midwest,Not Metropolitan,23,AssocDegAcadem,42,White,576.92
Midwest,Not Metropolitan,41,HighSchoolDiploma,39,White,903.84
Northeast,Metropolitan,40,SomeCollegeButNoDegree,40,White,903
South,Metropolitan,36,EleventhGrade,37,Black,300
South,Not Metropolitan,39,SomeCollegeButNoDegree,40,White,850
Midwest,Not Metropolitan,56,TenthGrade,36,White,706
South,Metropolitan,45,BachelorsDegree,43,White,1730.76
West,Not Metropolitan,50,HighSchoolDiploma,39,White,602.3
Northeast,Metropolitan,51,AssocDegAcadem,42,White,376
Midwest,Not Metropolitan,41,AssocDegAcadem,42,White,800
West,Metropolitan,32,AssocDegAcadem,42,White,692.28
Northeast,Metropolitan,70,HighSchoolDiploma,39,White,507
South,Metropolitan,35,FifthorSixthGrade,33,White,300
South,Metropolitan,24,HighSchoolDiploma,39,White,380
South,Metropolitan,32,BachelorsDegree,43,White,1153.84
Midwest,Metropolitan,31,SomeCollegeButNoDegree,40,White,1346.15
West,Metropolitan,21,HighSchoolDiploma,39,White,320
Northeast,Metropolitan,36,HighSchoolDiploma,39,White,626
Midwest,Metropolitan,67,ProfSchoolDegree,45,White,1269.23
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,1000
Midwest,Not Metropolitan,27,HighSchoolDiploma,39,White,1120
Midwest,Metropolitan,26,SomeCollegeButNoDegree,40,White,440
South,Metropolitan,33,TwelthButNoDiploma,38,Black,825
Midwest,Metropolitan,57,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,41,BachelorsDegree,43,White,961.53
Midwest,Metropolitan,24,BachelorsDegree,43,White,1923.07
West,Metropolitan,26,BachelorsDegree,43,White,1369.14
Midwest,Metropolitan,31,BachelorsDegree,43,White,1038.46
South,Metropolitan,44,HighSchoolDiploma,39,Black,300
South,Metropolitan,49,SomeCollegeButNoDegree,40,White,675
Midwest,Metropolitan,68,SomeCollegeButNoDegree,40,White,2500
South,Metropolitan,66,SomeCollegeButNoDegree,40,White,460
South,Metropolitan,23,HighSchoolDiploma,39,White,320
West,Metropolitan,50,MastersDegree,44,White,2884.61
South,Metropolitan,26,MastersDegree,44,White,865
South,Metropolitan,40,MastersDegree,44,Black,1346
Midwest,Metropolitan,40,AssocDegAcadem,42,White,480.76
Northeast,Metropolitan,34,ProfSchoolDegree,45,White,480
South,Not Metropolitan,56,HighSchoolDiploma,39,White,1000
Midwest,Not Metropolitan,48,SomeCollegeButNoDegree,40,White,461.53
South,Metropolitan,44,SomeCollegeButNoDegree,40,White,576
South,Metropolitan,46,LessThanFirstGrade,31,White,550
Northeast,Metropolitan,57,AssocDegAcadem,42,White,865
South,Metropolitan,54,SomeCollegeButNoDegree,40,White,384.61
West,Metropolitan,35,AssocDegAcadem,42,White,1153.84
South,Metropolitan,21,HighSchoolDiploma,39,Black,320
West,Metropolitan,51,HighSchoolDiploma,39,White,2000
South,Metropolitan,50,HighSchoolDiploma,39,White,500
Midwest,Metropolitan,41,BachelorsDegree,43,White,1730.76
Northeast,Metropolitan,42,BachelorsDegree,43,White,1038
South,Metropolitan,49,MastersDegree,44,White,2080
Midwest,Metropolitan,44,BachelorsDegree,43,White,673
Midwest,Not Metropolitan,28,AssocDegOccupVocat,41,White,1468
South,Metropolitan,39,BachelorsDegree,43,White,1634.61
West,Not Metropolitan,73,HighSchoolDiploma,39,White,1153
West,Metropolitan,49,HighSchoolDiploma,39,White,870
South,Metropolitan,23,SomeCollegeButNoDegree,40,White,423.07
Northeast,Metropolitan,48,SomeCollegeButNoDegree,40,White,376
South,Metropolitan,41,HighSchoolDiploma,39,White,513
West,Metropolitan,55,MastersDegree,44,White,1719.23
South,Metropolitan,40,BachelorsDegree,43,White,2884.61
West,Metropolitan,62,EleventhGrade,37,White,2884.61
South,Not Metropolitan,26,HighSchoolDiploma,39,White,400
Midwest,Not Metropolitan,23,HighSchoolDiploma,39,White,500
Northeast,Metropolitan,58,BachelorsDegree,43,White,1057.69
South,Metropolitan,24,FirstSecondThirdOrFourthGrade,32,White,350
Northeast,Metropolitan,55,AssocDegOccupVocat,41,White,1632.8
West,Metropolitan,36,SomeCollegeButNoDegree,40,White,639.23
Midwest,Metropolitan,25,HighSchoolDiploma,39,Black,400
South,Not Metropolitan,51,BachelorsDegree,43,White,1250
Northeast,Metropolitan,54,BachelorsDegree,43,White,2884
South,Metropolitan,29,HighSchoolDiploma,39,Black,280
Northeast,Not Metropolitan,35,SomeCollegeButNoDegree,40,White,1307.69
Midwest,Metropolitan,46,HighSchoolDiploma,39,White,925
Midwest,Metropolitan,24,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,35,SomeCollegeButNoDegree,40,White,740.38
South,Metropolitan,37,BachelorsDegree,43,White,1153.84
Northeast,Metropolitan,29,BachelorsDegree,43,White,769
Midwest,Not Metropolitan,47,SomeCollegeButNoDegree,40,White,750.5
Northeast,Metropolitan,59,HighSchoolDiploma,39,White,1019.38
Midwest,Metropolitan,40,BachelorsDegree,43,White,807.69
South,Metropolitan,57,BachelorsDegree,43,White,480
South,Metropolitan,19,HighSchoolDiploma,39,White,475
Northeast,Metropolitan,36,BachelorsDegree,43,White,1857
South,Metropolitan,57,BachelorsDegree,43,White,750
South,Metropolitan,51,BachelorsDegree,43,Black,1634.61
Midwest,Metropolitan,52,HighSchoolDiploma,39,White,622.8
Midwest,Metropolitan,38,DoctorateDegree,46,White,2769.23
West,Metropolitan,72,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,66,SomeCollegeButNoDegree,40,White,900
West,Metropolitan,67,HighSchoolDiploma,39,White,720
West,Metropolitan,63,LessThanFirstGrade,31,White,864
South,Metropolitan,25,SomeCollegeButNoDegree,40,White,550
South,Metropolitan,50,BachelorsDegree,43,White,769.23
Midwest,Metropolitan,58,SomeCollegeButNoDegree,40,White,920
Northeast,Metropolitan,45,SomeCollegeButNoDegree,40,White,600
Northeast,Not Metropolitan,23,HighSchoolDiploma,39,White,500
West,Metropolitan,33,SomeCollegeButNoDegree,40,White,1686
Northeast,Metropolitan,34,BachelorsDegree,43,White,1057.69
Northeast,Metropolitan,45,DoctorateDegree,46,Black,1057
South,Metropolitan,48,BachelorsDegree,43,White,1153
Midwest,Metropolitan,41,BachelorsDegree,43,White,961
South,Metropolitan,38,HighSchoolDiploma,39,White,480.76
South,Metropolitan,37,AssocDegOccupVocat,41,White,961.53
West,Not Metropolitan,48,SomeCollegeButNoDegree,40,White,1461.53
