Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Race,Gender,Educ,Science,Arith,Word,Parag,Numer,Coding,Auto,Math,Mechanic,Elec,AFQT,Income2005,Esteem1,Esteem2,Esteem3,Esteem4,Esteem5,Esteem6,Esteem7,Esteem8,Esteem9,Esteem10
4676,1,1,1,12,12,2000,3,male,12,21,28,30,14,49,56,22,21,23,19,86.921,45000,1,2,1,2,3,2,2,3,3,4
4678,1,1,1,11,12,26000,3,female,12,12,7,23,5,28,46,6,6,10,9,14.358,5000,2,2,3,2,2,3,3,2,2,2
4680,0,1,1,12,12,24000,3,male,12,18,18,31,14,39,48,21,14,21,16,71.684,14000,2,1,3,2,3,2,3,1,3,3
4681,0,0,1,12,10,8800,3,male,10,7,10,11,7,19,33,12,7,14,5,10.844,3000,2,2,3,1,2,2,4,1,1,4
4683,1,1,1,17,16,5184,3,female,18,19,18,33,14,34,40,9,19,11,7,74.499,10000,1,1,4,1,3,2,2,3,3,3
4686,0,1,1,12,14,40000,3,female,17,18,28,30,14,49,76,11,24,15,11,85.163,84000,1,1,4,2,4,2,2,3,4,4
4687,0,1,1,12,16,40000,3,male,13,18,22,29,15,37,66,11,20,14,9,84.843,68651,1,1,4,1,4,1,1,4,4,4
4692,1,1,1,16,17,75001,3,female,19,18,26,33,14,39,60,12,23,18,12,97.585,29000,1,1,3,2,3,2,2,2,2,2
4694,1,1,1,12,16,45000,3,female,15,14,21,27,14,49,68,14,20,8,10,69.189,4000,1,1,4,1,4,1,2,4,4,4
4695,1,1,1,16,16,22000,2,male,16,25,29,35,13,33,42,18,24,23,18,92.725,91500,2,1,4,1,4,2,2,4,4,4
4698,1,1,1,14,12,25000,3,male,16,18,26,31,9,45,33,13,18,12,13,69.532,108000,1,1,4,2,4,2,1,4,3,4
4699,0,1,1,13,14,25000,3,male,14,19,23,28,12,46,32,21,17,19,16,60.14,137000,1,1,4,1,1,1,1,4,1,1
4701,1,1,1,12,16,30000,3,male,12,18,24,24,12,34,46,22,20,20,18,59.027,197062,1,1,4,1,4,1,2,2,2,4
4702,1,1,1,10,15,30000,3,male,14,18,27,28,13,49,18,21,23,21,16,85.659,100000,2,2,4,4,4,2,1,4,4,4
4704,1,1,1,11,16,30000,3,male,15,18,16,32,13,49,39,12,16,19,12,66.998,5000,1,1,4,2,4,1,1,4,4,4
4707,1,1,1,12,14,25000,3,male,12,23,20,28,9,28,38,22,20,22,18,65.045,72000,1,2,3,1,4,2,2,3,3,3
4710,1,1,1,10,10,22000,2,male,12,9,11,15,8,36,44,11,8,8,8,13.195,15000,2,2,3,2,3,2,2,3,2,3
4711,1,1,1,10,8,22000,2,female,12,12,14,15,5,40,34,8,11,9,3,23.091,40000,2,2,4,2,4,2,2,4,4,4
4714,1,1,1,10,12,28000,3,female,12,23,19,27,12,46,59,8,14,11,10,64.763,45000,2,2,3,2,3,4,3,1,1,3
4716,1,1,1,12,12,30000,3,male,12,12,12,8,5,16,34,17,6,17,10,8.573,58000,2,2,3,2,3,2,2,3,3,3
4717,1,1,1,12,12,30000,3,female,14,16,12,26,15,33,60,12,6,11,8,44.228,3000,1,1,4,1,4,2,2,4,4,4
4720,0,1,1,12,9,23500,3,male,12,18,24,27,13,31,51,24,11,18,17,50.743,67000,2,2,3,2,3,2,2,2,3,3
4722,1,1,1,12,12,25000,3,male,12,15,14,26,14,27,17,21,6,18,18,44.638,35000,2,2,3,2,3,2,2,3,3,3
4724,1,1,1,11,16,19000,3,female,12,9,8,15,9,30,42,11,5,2,11,8.594,8400,2,2,3,2,3,2,2,3,3,3
4729,0,1,1,10,10,20000,3,male,14,18,25,29,7,44,52,19,17,17,12,45.692,15000,2,2,3,2,3,1,2,3,3,4
4731,1,1,1,12,10,7662,3,male,11,16,15,22,4,20,22,22,4,11,11,16.497,20017,2,2,4,2,3,2,2,3,2,4
4732,1,1,1,12,10,7662,3,male,12,19,12,24,7,19,27,16,4,9,9,19.224,21424,1,1,3,1,4,2,2,2,4,4
4733,0,1,1,11,8,7000,3,female,11,16,9,11,8,25,46,6,10,10,7,16.996,12000,1,2,4,3,3,1,1,3,4,4
4734,1,1,0,11,8,16000,3,female,12,13,16,20,8,20,41,14,9,11,8,23.5,12000,2,2,2,2,3,3,3,2,2,2
4738,1,1,1,10,10,22190,3,male,14,22,28,28,13,40,45,22,11,21,17,59.362,75000,1,1,4,1,4,2,1,3,4,3
4742,0,1,1,12,16,24000,3,female,16,24,30,35,15,26,40,19,25,18,16,100,30000,1,2,4,1,4,2,2,4,4,4
4746,1,1,1,9,8,18000,3,female,12,12,11,21,14,34,52,9,10,14,7,44.275,36000,1,1,4,1,4,1,1,3,4,4
4747,0,1,1,9,8,18000,3,male,12,8,7,19,6,22,32,9,5,14,6,11.038,12000,2,1,3,2,3,1,2,3,3,3
4752,1,1,1,11,8,12000,3,male,12,21,21,31,9,29,34,22,15,18,14,60.219,42000,1,1,4,1,4,1,1,4,4,4
4753,1,1,1,16,20,30000,3,female,16,19,29,35,14,47,67,13,18,15,14,89.164,33000,1,1,1,2,3,2,2,3,4,4
4754,1,1,1,16,20,751,3,female,18,21,25,35,14,40,49,15,17,19,15,87.349,67000,1,1,4,1,4,2,2,3,3,4
4755,1,1,1,12,12,35000,3,male,12,13,22,22,12,31,55,19,14,17,12,56.643,54000,2,2,3,2,3,2,2,3,3,3
4756,1,1,1,13,14,32000,3,male,18,25,30,35,15,50,58,17,25,21,16,100,163271,1,2,3,2,3,2,2,3,3,3
4758,1,1,1,12,12,15000,3,female,18,22,24,35,13,41,51,11,21,18,13,84.623,60000,2,1,3,1,4,2,2,2,3,4
4759,1,1,0,12,12,32000,3,male,12,12,23,27,10,40,50,14,13,12,14,41.732,62000,1,1,4,1,4,1,1,4,4,4
4760,1,1,1,14,15,23000,3,male,17,23,28,34,13,37,45,20,24,22,19,95.519,34000,1,1,3,1,3,2,2,3,2,3
4762,1,1,1,13,12,35000,3,female,12,14,16,25,5,37,51,10,13,7,7,39.656,8600,2,2,3,2,3,2,2,3,3,3
4764,0,1,1,12,12,27000,3,male,12,17,16,25,11,39,44,18,8,18,9,31.668,55000,2,2,3,2,3,2,2,3,3,3
4765,1,1,1,12,12,27000,3,male,12,20,22,28,12,25,31,15,17,16,13,66.229,70000,1,1,4,1,4,1,1,4,4,4
4767,1,1,1,12,12,13000,3,male,19,25,29,35,15,36,50,25,25,24,18,100,40000,1,1,3,1,3,1,2,3,3,4
4768,1,1,1,12,12,13500,3,female,13,21,26,32,15,47,64,17,21,17,17,88.406,30000,2,2,4,2,1,2,2,4,4,4
4770,1,1,1,12,10,16000,3,male,12,13,23,21,10,32,48,21,18,20,13,56.987,31000,2,2,3,2,3,2,2,3,3,3
4772,0,1,1,12,12,20667,3,female,12,19,21,28,8,40,58,9,14,13,9,45.131,24000,1,1,4,1,4,1,1,4,4,4
4774,1,1,0,12,12,6000,3,female,12,16,15,31,12,44,65,5,10,9,11,44.272,4800,2,2,3,2,4,2,2,2,2,3
4776,0,1,0,10,8,8000,3,male,12,16,13,18,7,28,32,11,3,12,4,11.451,41000,1,2,3,1,3,2,2,2,3,3
4777,1,1,1,12,8,25000,3,female,12,16,12,26,9,39,45,12,9,11,7,34.099,22000,2,2,4,1,4,2,3,3,3,3
4778,0,1,1,12,9,24500,3,female,12,14,7,18,8,21,40,10,13,5,8,29.236,26000,2,2,3,3,3,3,3,2,2,2
4779,0,0,1,6,4,21000,3,male,12,7,12,10,2,14,13,11,10,4,1,16.44,27000,2,2,3,2,3,2,2,3,3,3
4780,1,1,1,12,12,16580,3,female,12,14,13,22,12,49,58,7,10,15,4,34.125,25000,1,1,4,2,4,1,1,3,2,4
4788,1,1,1,12,12,28000,3,male,12,14,21,19,13,50,56,11,9,14,7,43.564,66000,2,2,3,2,3,2,2,3,3,3
4790,1,1,1,12,12,28000,3,female,12,12,14,19,9,44,52,8,4,7,7,44.281,13000,2,2,3,2,3,2,2,3,3,3
4793,1,1,1,12,12,15000,3,male,16,20,28,30,14,37,51,18,22,17,13,86.859,115000,1,1,4,1,4,1,1,4,4,4
4795,1,1,1,12,12,24000,3,female,16,23,26,29,12,41,58,17,25,19,13,89.109,70000,2,2,3,2,3,2,2,3,3,3
4798,1,1,1,12,10,22400,3,female,19,20,30,33,14,46,68,15,18,20,16,90.344,90000,2,1,4,1,4,2,2,3,4,4
4799,1,1,1,12,8,27000,3,male,19,25,30,34,14,28,38,19,20,19,18,93.854,40500,1,1,1,1,1,1,1,1,1,1
4803,1,1,0,12,12,20000,3,female,13,15,27,31,12,48,61,9,21,11,14,82.637,19000,2,2,3,2,3,2,2,3,3,3
4804,1,1,1,12,12,50000,3,female,12,13,15,24,12,43,64,13,14,13,9,53.937,12000,2,2,3,1,4,2,1,1,3,4
4805,1,1,1,12,8,38000,3,male,15,19,27,27,12,38,56,22,18,17,15,61.977,90000,1,1,4,1,4,1,1,3,3,3
4810,0,0,0,12,12,3600,3,female,13,17,28,34,12,50,81,19,19,18,12,74.194,50000,2,2,3,1,3,2,2,3,3,3
4812,0,1,1,12,16,25000,3,female,16,20,30,34,14,50,84,16,24,21,16,98.187,80000,2,2,3,2,3,2,2,3,2,2
4813,1,1,1,16,16,15000,3,male,14,16,17,30,11,34,15,16,10,17,12,62.75,74000,1,1,4,1,4,2,1,4,3,4
4815,1,1,1,12,8,10000,3,female,14,18,25,33,15,50,55,10,22,15,14,90.394,58000,1,1,4,2,4,2,1,4,3,4
4817,1,1,1,12,13,20000,3,female,12,17,17,32,14,34,50,11,9,12,14,60.664,35000,2,2,3,2,3,2,2,3,2,2
4818,1,1,1,12,12,15000,3,male,12,18,28,33,13,44,68,10,18,10,9,81.962,21000,2,2,2,2,3,2,3,2,3,4
4820,0,1,1,14,8,21000,3,female,16,24,18,34,13,23,45,14,19,20,17,79.014,25000,2,2,4,1,4,1,1,4,3,3
4822,1,1,1,8,10,22700,3,female,12,17,22,30,11,41,45,16,9,10,14,44.296,30775,2,2,3,2,3,2,2,3,3,3
4825,1,1,1,12,12,29000,3,male,14,25,26,32,15,48,55,25,22,23,19,81.855,42000,1,1,4,1,4,2,2,3,4,4
4826,1,1,1,12,12,29000,3,female,18,17,20,32,13,49,73,13,15,16,12,71.626,57000,1,1,4,1,4,2,1,3,3,4
4828,1,1,1,13,17,26000,3,male,16,18,24,31,15,34,54,18,22,18,18,83.353,66768,2,2,3,2,3,2,2,2,3,3
4829,1,1,1,13,18,26000,3,male,16,21,27,32,14,38,45,23,20,20,19,90.563,126000,1,1,3,1,3,2,2,3,3,3
4830,1,1,1,13,16,26000,3,male,16,16,30,31,13,36,50,16,24,17,16,93.01,344856,2,2,3,2,3,2,2,3,3,3
4831,1,1,0,13,16,26000,3,male,18,18,26,33,15,28,39,14,23,17,17,95.503,54500,1,1,4,1,4,1,1,4,4,4
4832,1,1,0,9,12,10000,3,male,14,20,28,30,12,48,61,23,25,22,17,77.854,57000,1,1,3,1,4,1,1,1,4,4
4834,1,1,1,12,12,20000,3,male,16,18,13,32,14,26,38,20,6,23,15,56.188,80000,1,1,3,1,4,2,2,4,4,4
4839,1,0,1,14,12,18000,3,female,13,16,14,28,13,31,49,5,14,11,6,62.465,14000,2,2,3,2,3,2,2,2,3,2
4840,1,1,0,12,10,7600,3,male,15,18,27,30,12,42,57,15,25,18,14,84.43,24226,2,2,3,2,3,2,2,3,3,3
4842,1,1,1,12,13,25000,3,female,18,14,21,27,8,47,77,14,13,13,5,55.403,37000,2,2,3,2,3,2,2,3,3,3
4843,0,1,1,11,12,10000,3,male,16,17,17,25,12,29,42,17,9,14,15,54.678,45000,1,1,4,1,4,1,2,4,4,4
4844,1,1,0,12,12,22000,3,female,14,13,9,18,9,33,45,7,11,13,8,30.696,6000,1,1,4,1,3,1,2,3,3,3
4849,1,1,1,12,10,14000,3,female,12,13,15,29,9,31,24,11,8,10,10,44.859,20000,2,2,3,2,3,3,3,2,2,3
4856,1,1,1,12,12,23800,3,male,14,22,25,30,13,46,54,19,16,19,12,72.897,60000,2,2,3,2,3,2,2,3,3,3
4858,1,1,1,12,12,24000,3,male,12,19,24,31,13,50,54,23,18,18,16,75.431,64000,2,2,4,2,4,2,2,2,3,4
4859,0,1,1,12,12,22500,3,male,14,20,27,33,15,39,51,22,24,20,20,91.95,36000,1,1,4,1,3,2,2,3,4,4
4862,1,1,1,12,12,22500,3,male,13,18,27,32,13,41,49,19,21,17,9,92.938,39000,1,1,1,1,1,1,1,1,1,1
4864,1,1,1,9,9,26300,3,female,12,13,11,29,10,34,53,13,10,11,10,41.211,8575,2,2,3,2,3,2,2,3,3,3
4865,1,1,1,9,9,26300,3,female,15,13,19,26,12,34,42,11,16,10,8,69.395,25000,2,2,3,2,3,2,2,3,3,3
4870,1,1,1,12,12,35000,3,female,18,23,18,34,13,40,57,9,19,20,15,81.774,6000,1,1,4,1,3,1,3,3,2,4
4871,1,1,1,12,12,17000,3,female,16,19,30,34,14,45,58,15,25,18,15,95.394,34000,1,1,4,1,4,1,2,4,4,4
4872,1,1,1,12,13,17000,3,female,17,10,10,18,9,33,35,4,9,12,7,28.043,56000,2,2,4,2,3,2,2,3,2,3
4873,1,1,1,12,12,12000,3,female,16,20,29,31,14,39,53,15,25,17,13,89.918,55000,1,1,4,1,4,2,2,2,3,4
4876,1,1,1,12,12,25000,3,female,12,16,22,25,15,37,48,16,16,16,11,67.661,35000,2,1,4,1,4,1,1,4,4,4
4879,1,1,1,11,14,3200,3,male,12,20,20,33,14,37,28,23,16,23,18,65.964,26500,1,1,4,1,4,1,1,4,4,4
4880,1,1,1,12,9,17000,3,female,14,17,19,31,9,36,69,8,17,11,11,53.053,27000,1,2,4,2,4,2,2,3,3,3
4881,1,1,1,12,14,12000,3,male,14,22,26,29,14,48,67,24,19,21,17,66.586,80000,2,2,3,2,3,2,2,3,3,3
4883,1,1,1,12,12,9556,3,male,13,17,25,25,12,49,63,21,14,18,17,50.386,47000,1,1,4,1,4,1,1,4,3,3
4884,0,1,1,12,11,1100,3,male,12,22,28,33,11,46,56,25,15,23,16,67.232,33000,1,1,4,1,4,1,1,4,4,4
4888,1,1,0,13,13,14000,3,male,12,19,19,34,10,27,44,24,12,24,17,57.352,38083,1,1,4,1,4,1,1,4,4,4
4889,1,1,1,12,16,13000,3,male,14,17,25,34,13,38,42,24,17,22,18,78.181,65000,1,1,3,1,4,1,1,4,4,4
4890,1,1,1,16,12,15000,3,female,13,17,18,26,13,50,56,13,7,15,11,38.555,22000,1,1,4,1,4,1,1,4,4,4
4892,1,1,1,12,16,16000,3,male,16,20,25,29,11,39,53,19,12,21,16,56.759,72000,2,2,4,2,4,2,2,4,4,4
4894,1,1,1,12,12,8383,3,male,16,22,23,30,12,43,59,20,21,22,14,77.629,81000,1,1,3,1,3,1,1,3,3,3
4896,1,1,1,12,14,20000,3,male,16,24,30,29,14,47,65,24,25,22,17,80.642,90000,1,1,4,2,3,1,1,3,4,4
4899,1,0,0,8,12,15000,3,female,14,16,6,19,6,27,43,7,10,12,6,15.864,20000,1,2,4,2,4,2,2,3,4,4
4900,1,0,0,12,7,29233,3,male,12,18,20,30,13,27,44,23,14,22,18,55.398,50000,2,2,3,2,3,2,2,3,3,3
4901,0,0,0,12,8,29233,3,male,11,13,9,24,9,22,43,17,8,18,9,23.682,32000,2,2,3,2,3,2,2,3,2,2
4906,0,1,0,7,3,7024,3,female,12,11,9,13,6,22,37,7,3,7,3,8.811,7300,2,2,4,2,3,2,2,3,3,3
4907,1,1,1,12,14,25000,3,male,20,25,26,34,13,46,57,24,24,22,19,86.847,188255,1,1,4,1,4,1,1,4,4,4
4911,1,1,1,10,12,8800,3,male,12,18,26,29,14,29,54,19,16,21,16,70.097,6000,2,2,3,1,3,1,2,3,3,3
4914,1,0,0,10,12,11767,3,male,12,13,14,21,7,27,28,15,10,10,7,25.611,29000,2,2,4,2,4,2,2,4,4,4
4919,1,1,1,9,9,12132,3,female,18,15,12,27,12,34,67,12,10,13,9,38.709,52000,1,1,4,1,4,1,1,4,4,4
4921,1,1,1,16,12,50000,3,male,20,21,30,33,14,50,83,20,24,18,16,92.503,92500,1,1,4,1,4,1,1,4,4,4
4922,1,1,1,12,14,24000,3,female,13,15,10,32,13,20,36,13,13,12,13,63.204,17000,2,2,3,2,3,3,3,1,1,2
4923,0,0,0,9,10,11429,3,male,10,14,11,17,5,24,24,11,8,8,5,22.076,22000,1,2,3,2,1,2,2,3,3,3
4924,1,1,0,14,12,27715,3,female,13,18,15,30,12,40,64,15,14,12,8,43.271,33500,1,1,3,2,3,1,1,1,1,1
4926,0,1,1,12,12,32000,3,male,12,19,26,26,13,37,43,19,13,22,18,51.554,48000,2,2,3,2,3,2,2,3,3,3
4927,1,1,1,12,12,32000,3,female,16,15,26,26,14,40,45,11,23,19,11,83.641,159193,2,2,3,2,3,2,2,3,3,3
4929,1,1,1,12,10,20000,3,female,14,13,14,31,12,32,52,14,10,12,9,49.657,17900,1,1,4,2,3,2,2,2,3,4
4930,1,1,0,10,14,23659,3,female,13,14,16,28,11,30,41,14,6,6,8,41.842,18839,1,1,4,2,4,1,1,4,4,4
4931,1,0,1,9,10,16000,3,female,14,18,17,33,14,38,33,12,17,13,11,81.658,33000,1,1,4,1,4,1,2,3,4,4
4933,1,1,0,12,12,17000,3,female,15,16,16,34,11,40,63,13,18,12,14,62.784,39000,1,1,4,1,4,1,1,4,4,4
4934,0,1,0,6,8,11155,3,female,12,15,12,19,8,23,41,14,8,10,8,23.927,25000,1,1,2,2,3,2,2,3,4,4
4937,0,1,0,9,3,8984,3,male,8,5,6,7,5,13,14,9,8,5,4,7.135,22000,1,1,4,1,4,2,3,3,3,4
4939,1,0,0,12,10,2300,3,male,16,20,22,30,13,37,49,21,18,23,18,60.522,41000,1,1,4,1,4,2,1,4,4,4
4942,0,0,0,8,10,6500,3,male,12,14,6,21,5,29,36,11,6,12,11,13.494,54000,1,1,4,1,4,1,1,3,2,3
4943,0,0,1,8,10,21000,3,female,14,18,10,27,9,32,58,11,11,13,13,31.353,42000,1,1,4,1,4,1,1,2,4,4
4944,1,1,1,14,14,870,3,male,16,20,22,33,14,50,69,12,22,16,13,82.469,75000,2,2,3,1,3,2,2,3,3,3
4945,1,1,1,13,13,70000,3,male,12,15,20,24,11,50,48,13,8,17,15,25.492,35000,2,2,4,2,4,2,2,3,4,4
4946,1,1,0,7,7,13000,1,male,8,5,7,16,3,10,21,9,4,8,4,2.893,43000,2,2,3,2,3,2,2,2,3,3
4948,1,0,1,12,12,22800,3,female,12,14,7,25,13,27,56,11,7,10,11,26.901,18000,1,2,3,2,3,3,2,3,3,3
4952,1,1,0,11,8,50000,3,female,12,11,13,21,9,32,53,8,5,7,12,23.721,26000,1,1,4,1,4,1,1,4,4,4
4953,0,1,1,12,12,21000,3,female,13,20,22,29,13,40,44,12,19,18,11,74.689,22000,1,1,4,1,4,1,1,4,4,4
4954,1,1,0,12,10,23452,3,female,18,21,19,24,14,47,59,13,21,18,13,73.712,78000,1,1,3,1,3,1,1,3,3,3
4955,1,1,1,12,12,23452,3,female,12,16,19,27,12,39,51,14,12,8,11,64.713,40000,2,2,3,2,3,2,2,3,3,3
4960,0,0,0,12,9,14000,3,male,10,13,15,25,8,21,34,22,7,17,14,21.164,60000,1,1,4,1,4,1,1,4,4,4
4962,1,0,1,11,12,18000,3,female,13,16,18,25,14,46,40,12,14,10,4,74.484,36000,1,1,3,1,3,2,2,2,3,3
4966,1,1,1,12,12,6017,3,female,12,14,18,33,11,41,53,11,12,7,9,47.582,32000,2,2,3,2,3,2,2,3,3,3
4967,1,1,1,12,12,4881,3,female,13,19,18,33,15,36,59,9,10,6,6,64.114,32500,2,2,3,2,3,2,3,3,3,3
4968,1,1,1,12,12,38000,3,female,14,24,25,35,13,30,52,11,22,15,15,90.36,66948,2,2,3,2,3,2,2,3,2,2
4972,1,1,1,12,13,18000,3,female,13,16,15,19,11,36,34,12,9,12,7,33.643,3000,2,2,3,2,3,2,2,3,3,3
4975,1,1,1,8,12,4200,3,female,18,14,27,34,14,49,77,17,21,16,10,92.247,60000,1,2,3,2,3,3,2,3,3,3
4976,1,1,1,12,12,25000,3,female,15,23,22,31,14,36,51,16,15,18,8,85.066,94000,1,1,4,1,4,1,1,4,4,4
4979,0,1,1,12,12,4080,1,male,12,17,14,29,14,42,42,13,14,11,10,70.51,58000,1,1,4,1,4,1,1,4,3,3
4981,1,0,0,7,7,8500,1,female,14,5,13,14,9,34,48,8,9,8,6,27.358,35100,1,1,4,2,4,1,1,4,4,4
4983,1,1,1,8,8,7200,3,male,12,12,7,26,5,26,23,18,8,11,5,21.009,8000,1,1,3,1,3,1,1,3,3,4
4986,1,1,1,12,9,19400,3,male,12,16,16,21,4,25,35,21,7,17,13,16.841,410008,2,2,3,2,3,2,1,3,3,3
4987,1,1,1,9,13,15500,3,female,15,21,25,33,14,50,62,14,23,19,16,86.508,15000,2,2,3,2,4,2,2,2,2,3
4992,1,1,1,12,12,30000,3,female,12,12,14,25,9,45,52,17,9,18,16,32.249,30000,1,1,3,1,4,2,2,4,3,4
4997,1,1,1,14,16,75001,3,female,15,18,22,30,12,45,6,16,19,20,14,75.073,62000,2,2,4,2,3,2,2,3,3,3
4998,1,1,1,16,20,75001,3,male,20,21,25,28,14,42,46,23,19,25,16,80.394,69600,2,2,3,2,3,2,2,3,3,3
5001,1,1,1,16,20,75001,3,female,17,18,19,30,13,50,50,16,15,13,12,67.504,30000,1,1,4,1,4,1,1,3,3,4
5003,1,1,1,16,20,4930,3,female,19,25,22,33,13,41,57,15,21,21,16,70.669,228453,1,1,4,1,4,1,1,4,4,4
5007,1,1,1,12,12,9922,3,male,12,16,14,22,9,31,41,20,8,19,13,18.04,63000,2,2,3,2,3,2,2,3,3,3
5012,1,1,1,16,19,45000,3,male,20,25,26,32,12,42,43,15,22,19,18,87.153,215765,1,1,4,2,4,2,2,3,3,3
5017,1,1,1,16,17,35000,3,male,14,23,29,35,11,46,83,24,25,22,14,84.38,115000,1,1,3,2,3,2,2,3,3,4
5020,1,1,1,19,20,24000,3,male,17,25,30,35,13,45,67,23,24,24,20,91.144,39000,1,2,4,2,3,2,2,3,2,3
5021,1,1,1,19,20,17000,3,male,17,22,30,35,13,49,84,21,23,22,17,94.331,44000,1,1,4,1,3,3,4,2,1,4
5022,1,1,1,12,14,35000,3,male,15,18,27,31,12,36,47,17,17,16,13,79.135,80000,2,2,3,2,3,2,2,3,2,4
5023,1,1,1,16,16,75001,3,female,19,21,21,32,15,39,49,9,19,11,13,78.873,39000,1,1,4,2,4,1,2,2,3,4
5025,1,1,1,18,14,40000,3,female,13,17,25,24,12,50,58,11,22,19,9,64.441,40000,1,1,4,1,4,2,2,2,3,3
5026,1,1,1,16,12,3312,1,female,15,21,11,33,14,47,71,10,12,16,13,58.229,42000,1,1,3,1,3,2,2,3,3,3
5028,1,1,1,13,16,75001,3,female,17,19,26,35,15,50,66,17,24,17,13,96.183,153447,1,1,4,1,4,1,1,4,4,4
5029,1,1,1,14,16,75001,3,male,16,25,30,35,15,50,76,19,25,22,16,100,120000,1,1,4,2,4,2,2,3,3,3
5037,1,1,1,14,16,19000,3,female,14,16,17,26,11,37,51,9,6,10,13,25.844,18230,2,2,3,2,3,2,2,3,3,3
5041,0,1,0,0,0,3588,1,female,12,11,8,17,10,34,57,5,4,9,6,13.195,14000,1,1,4,2,4,1,2,4,4,4
5042,0,1,1,14,9,16200,2,female,13,11,13,12,7,25,33,5,5,5,4,11.369,29000,2,2,3,2,3,2,2,3,3,3
5043,0,1,1,14,9,16200,2,female,13,12,10,22,11,39,47,5,11,6,9,36.172,29993,2,1,3,2,3,2,2,3,3,3
5053,1,1,0,12,9,16000,3,female,13,14,7,19,12,33,66,9,3,11,6,18.631,60000,2,2,3,2,3,2,2,3,3,3
5054,1,1,1,12,12,7500,3,male,20,22,18,28,12,40,56,21,16,18,17,44.084,34000,1,1,4,1,4,1,1,4,4,4
5055,1,1,1,12,13,7500,3,female,14,15,14,24,13,39,70,11,15,9,6,52.035,43000,2,1,4,1,4,1,1,4,4,4
5060,0,1,1,2,10,12220,3,female,12,12,13,18,11,43,40,10,8,6,6,17.529,24314,2,2,3,3,3,3,3,3,3,3
5062,0,0,0,12,12,6000,3,female,13,13,21,19,15,39,56,10,20,16,12,77.171,25000,1,1,4,1,4,2,2,3,4,4
5085,0,0,1,12,10,9000,2,female,12,14,8,18,8,12,14,6,3,6,3,9.128,9600,1,1,3,2,4,1,2,2,3,3
5091,1,1,1,12,16,28000,3,female,20,10,18,21,14,42,58,7,20,5,5,72.251,56400,3,2,3,3,3,3,3,2,3,3
5094,0,1,1,12,12,7000,3,male,13,18,12,29,6,20,25,17,9,8,9,22.029,10000,2,2,2,2,2,1,2,2,2,1
5095,1,1,1,10,14,23000,3,male,20,18,26,30,11,34,49,15,22,19,12,73.751,20000,2,2,3,2,3,2,2,3,3,3
5096,1,1,1,10,15,23000,3,female,18,19,22,30,12,33,19,10,18,16,14,73.407,30000,2,2,3,2,3,2,3,1,3,3
5097,1,1,1,12,12,23000,3,male,12,14,18,20,11,35,58,22,17,21,16,47.006,119000,1,1,4,2,3,2,2,3,3,3
5099,1,1,1,13,12,25000,3,female,16,21,27,34,15,31,45,11,22,18,10,97.61,40000,1,1,4,1,4,1,1,4,4,4
5101,1,1,1,12,13,20000,3,female,15,20,17,29,13,50,74,11,15,9,15,57.477,11000,1,1,4,2,4,1,2,4,4,4
5102,0,1,1,16,16,20000,3,male,14,17,19,23,12,43,55,15,13,19,10,48.968,33000,2,2,4,2,3,2,2,3,3,3
5106,1,1,0,12,11,13155,3,male,12,13,15,19,6,30,38,8,7,12,9,23.45,120000,1,1,3,1,4,1,2,2,4,4
5107,1,1,1,16,16,25000,3,female,19,20,25,28,15,49,57,12,21,14,8,89.381,152683,1,1,4,1,4,1,1,4,4,4
5108,1,1,1,16,16,29000,3,female,16,20,29,35,14,24,44,16,22,19,13,98.645,33000,2,2,3,2,3,2,2,3,3,3
5115,1,1,1,6,7,6500,3,female,12,12,15,27,15,27,31,11,9,10,9,46.56,27400,2,2,4,1,4,2,2,4,3,4
5125,0,1,1,8,15,15800,3,female,14,23,28,29,14,39,56,17,18,15,16,77.314,3000,2,2,3,2,3,2,2,3,2,2
5128,1,1,1,11,10,40000,3,female,11,22,17,32,13,34,53,20,8,18,12,56.945,29000,2,2,4,1,4,2,2,4,4,4
5131,0,1,1,12,11,20000,3,female,12,16,19,31,12,29,34,15,19,14,9,78.06,21213,2,2,3,2,3,2,2,3,3,3
5132,0,1,1,10,8,18843,3,male,10,18,18,27,11,23,43,19,12,23,14,41.062,26000,1,1,4,2,3,1,1,3,3,4
5134,1,0,1,10,8,18843,3,female,15,15,16,29,9,26,40,9,10,12,8,47.968,42000,1,2,4,2,3,2,2,2,3,4
5139,1,1,1,14,12,10000,3,male,12,16,8,28,11,26,40,18,2,11,12,17.763,15000,2,2,3,2,3,2,2,3,3,3
5140,1,1,1,14,12,10000,3,female,16,19,14,31,13,43,68,15,16,14,12,60.402,10800,2,2,4,2,4,2,2,4,4,4
5143,0,1,1,16,10,49000,1,female,17,17,26,29,15,43,60,14,14,14,10,80.74,62000,2,2,3,2,3,2,2,3,3,3
5145,1,1,0,12,10,23000,3,male,12,19,26,30,14,22,42,23,20,25,15,81.861,36000,1,1,4,2,3,1,3,3,3,4
5149,1,1,1,12,12,2500,3,male,13,21,21,29,13,35,43,23,17,23,15,72.306,6000,2,1,3,3,3,2,3,3,1,2
5151,1,1,1,11,15,75001,3,female,13,14,23,32,12,43,50,14,15,9,15,53.96,89000,2,2,3,2,3,2,2,3,3,3
