Region,MetropolitanStatus,Age,Sex,MaritalStatus,EdCode,Education,JobClass,WeeklyEarnings
West,Metropolitan,78,Male,Not Married,45,ProfSchoolDegree,Private,300
Northeast,Metropolitan,63,Male,Not Married,45,ProfSchoolDegree,Private,1750
Midwest,Not Metropolitan,27,Male,Not Married,39,HighSchoolDiploma,Private,1120
Northeast,Metropolitan,28,Female,Not Married,39,HighSchoolDiploma,Private,500
South,Metropolitan,62,Female,Married,42,AssocDegAcadem,Private,1442
Midwest,Metropolitan,54,Male,Married,43,BachelorsDegree,Private,1346
South,Not Metropolitan,47,Female,Married,43,BachelorsDegree,Private,615.38
Northeast,Not Metropolitan,58,Male,Not Married,39,HighSchoolDiploma,Private,1200
South,Not Metropolitan,64,Female,Not Married,44,MastersDegree,Private,1576.92
South,Metropolitan,60,Male,Not Married,39,HighSchoolDiploma,Private,880
Midwest,Metropolitan,56,Male,Married,39,HighSchoolDiploma,Private,1040
South,Metropolitan,38,Female,Married,39,HighSchoolDiploma,Private,769.23
Midwest,Metropolitan,45,Female,Not Married,39,HighSchoolDiploma,Private,520
West,Not Metropolitan,50,Female,Not Married,39,HighSchoolDiploma,Private,650
West,Metropolitan,47,Male,Married,40,SomeCollegeButNoDegree,Private,720
South,Metropolitan,30,Female,Not Married,39,HighSchoolDiploma,Private,124.55
South,Metropolitan,44,Female,Married,40,SomeCollegeButNoDegree,Private,461
South,Metropolitan,54,Female,Married,40,SomeCollegeButNoDegree,Private,865.38
South,Metropolitan,58,Male,Not Married,39,HighSchoolDiploma,Private,400
Midwest,Metropolitan,60,Male,Married,39,HighSchoolDiploma,Private,192
South,Metropolitan,23,Male,Not Married,39,HighSchoolDiploma,Private,500
South,Not Metropolitan,30,Male,Married,41,AssocDegOccupVocat,Private,657
Northeast,Metropolitan,39,Male,Not Married,39,HighSchoolDiploma,Private,1200
West,Metropolitan,40,Male,Not Married,46,DoctorateDegree,Private,320
West,Metropolitan,30,Female,Not Married,43,BachelorsDegree,Private,1500
West,Metropolitan,52,Female,Married,39,HighSchoolDiploma,Private,621.6
South,Metropolitan,48,Male,Not Married,43,BachelorsDegree,Private,865.38
West,Metropolitan,38,Male,Not Married,39,HighSchoolDiploma,Private,345
Midwest,Metropolitan,20,Female,Not Married,39,HighSchoolDiploma,Private,372
Midwest,Metropolitan,54,Male,Married,43,BachelorsDegree,Private,1884.61
Midwest,Metropolitan,62,Male,Married,39,HighSchoolDiploma,Private,650
South,Metropolitan,40,Female,Married,36,TenthGrade,Private,320
Midwest,Not Metropolitan,25,Male,Married,39,HighSchoolDiploma,Private,660
Midwest,Metropolitan,38,Female,Not Married,40,SomeCollegeButNoDegree,Private,673.07
South,Not Metropolitan,43,Female,Not Married,43,BachelorsDegree,Private,680
Northeast,Metropolitan,56,Female,Not Married,40,SomeCollegeButNoDegree,Private,500
South,Not Metropolitan,44,Male,Married,43,BachelorsDegree,Private,1538
South,Metropolitan,18,Female,Not Married,43,BachelorsDegree,Private,769
Midwest,Not Metropolitan,40,Female,Not Married,41,AssocDegOccupVocat,Private,705.76
South,Metropolitan,45,Female,Married,39,HighSchoolDiploma,Private,800
Northeast,Metropolitan,49,Female,Married,40,SomeCollegeButNoDegree,Private,769.23
South,Metropolitan,40,Male,Not Married,40,SomeCollegeButNoDegree,Private,692.3
South,Not Metropolitan,25,Female,Married,39,HighSchoolDiploma,Private,515
South,Metropolitan,21,Male,Not Married,39,HighSchoolDiploma,Private,380
West,Metropolitan,41,Female,Not Married,37,EleventhGrade,Private,400
Midwest,Metropolitan,30,Male,Married,44,MastersDegree,Private,961
Midwest,Metropolitan,35,Female,Married,33,FifthorSixthGrade,Private,518
Midwest,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,740
West,Metropolitan,48,Male,Not Married,39,HighSchoolDiploma,Private,2038
Northeast,Metropolitan,33,Male,Not Married,46,DoctorateDegree,Private,2115
South,Metropolitan,27,Female,Not Married,39,HighSchoolDiploma,Private,320
Northeast,Metropolitan,41,Female,Married,43,BachelorsDegree,Private,673.07
Midwest,Not Metropolitan,54,Male,Married,40,SomeCollegeButNoDegree,Private,899.6
Midwest,Metropolitan,36,Female,Married,44,MastersDegree,Private,2403.84
Midwest,Metropolitan,57,Male,Married,43,BachelorsDegree,Private,2884.61
Midwest,Metropolitan,63,Female,Not Married,42,AssocDegAcadem,Private,633.59
West,Metropolitan,21,Female,Not Married,40,SomeCollegeButNoDegree,Private,393.8
West,Metropolitan,55,Female,Married,44,MastersDegree,Private,865
Northeast,Metropolitan,27,Male,Not Married,39,HighSchoolDiploma,Private,375
Northeast,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,1139
West,Metropolitan,58,Female,Married,42,AssocDegAcadem,Private,961.53
South,Metropolitan,26,Male,Not Married,40,SomeCollegeButNoDegree,Private,80.85
South,Metropolitan,45,Male,Not Married,42,AssocDegAcadem,Private,1615.38
Northeast,Metropolitan,34,Female,Not Married,43,BachelorsDegree,Private,769
Northeast,Not Metropolitan,35,Male,Married,40,SomeCollegeButNoDegree,Private,720
West,Metropolitan,48,Male,Married,43,BachelorsDegree,Private,693.69
West,Not Metropolitan,62,Male,Married,40,SomeCollegeButNoDegree,Private,639
Northeast,Metropolitan,41,Female,Married,39,HighSchoolDiploma,Private,1804
Northeast,Not Metropolitan,63,Female,Not Married,41,AssocDegOccupVocat,Private,673
West,Metropolitan,57,Male,Married,31,LessThanFirstGrade,Private,337.5
West,Metropolitan,26,Female,Not Married,42,AssocDegAcadem,Private,211.5
West,Metropolitan,40,Male,Married,33,FifthorSixthGrade,Private,780
South,Not Metropolitan,51,Female,Not Married,39,HighSchoolDiploma,Private,310
Northeast,Metropolitan,33,Male,Not Married,39,HighSchoolDiploma,Private,360
Midwest,Metropolitan,51,Male,Married,43,BachelorsDegree,Private,1865.38
West,Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,Private,500
Midwest,Metropolitan,21,Female,Not Married,40,SomeCollegeButNoDegree,Private,400
Midwest,Not Metropolitan,49,Male,Not Married,42,AssocDegAcadem,Private,920
South,Metropolitan,31,Male,Married,37,EleventhGrade,Private,678
South,Metropolitan,51,Female,Married,40,SomeCollegeButNoDegree,Private,1050
Northeast,Metropolitan,34,Male,Married,39,HighSchoolDiploma,Private,1760
Midwest,Metropolitan,22,Male,Not Married,41,AssocDegOccupVocat,Private,320
South,Metropolitan,33,Male,Married,37,EleventhGrade,Private,1394.23
Midwest,Metropolitan,38,Female,Married,43,BachelorsDegree,Private,600
Midwest,Metropolitan,52,Female,Married,39,HighSchoolDiploma,Private,618
South,Metropolitan,29,Male,Married,40,SomeCollegeButNoDegree,Private,550
Northeast,Metropolitan,51,Female,Not Married,40,SomeCollegeButNoDegree,Private,942.3
South,Not Metropolitan,47,Male,Married,39,HighSchoolDiploma,Private,1000
South,Metropolitan,37,Male,Married,39,HighSchoolDiploma,Private,2000
South,Metropolitan,27,Female,Married,39,HighSchoolDiploma,Private,654.8
South,Metropolitan,26,Male,Not Married,40,SomeCollegeButNoDegree,Private,340
Northeast,Metropolitan,41,Male,Married,44,MastersDegree,Private,2438
Midwest,Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,Private,400
Midwest,Metropolitan,39,Female,Not Married,39,HighSchoolDiploma,Private,640
Northeast,Metropolitan,41,Female,Not Married,40,SomeCollegeButNoDegree,Private,640
Northeast,Metropolitan,61,Male,Married,43,BachelorsDegree,Private,692
Northeast,Metropolitan,57,Male,Not Married,44,MastersDegree,Private,900
West,Metropolitan,30,Female,Not Married,43,BachelorsDegree,Private,2884.61
Midwest,Metropolitan,62,Male,Married,43,BachelorsDegree,Private,600
South,Not Metropolitan,44,Male,Married,39,HighSchoolDiploma,Private,520
South,Metropolitan,55,Female,Not Married,39,HighSchoolDiploma,Private,673.07
South,Metropolitan,39,Female,Not Married,41,AssocDegOccupVocat,Private,440
West,Metropolitan,25,Male,Not Married,43,BachelorsDegree,Private,640
West,Not Metropolitan,44,Male,Not Married,39,HighSchoolDiploma,Private,840
West,Metropolitan,42,Male,Married,38,TwelthButNoDiploma,Private,550
Midwest,Metropolitan,54,Female,Married,44,MastersDegree,Private,1538.46
Northeast,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,400
South,Metropolitan,53,Male,Married,31,LessThanFirstGrade,Private,360
West,Metropolitan,50,Male,Not Married,40,SomeCollegeButNoDegree,Private,1339.5
South,Metropolitan,39,Female,Not Married,43,BachelorsDegree,Private,950
South,Not Metropolitan,42,Female,Married,39,HighSchoolDiploma,Private,350
Northeast,Metropolitan,57,Female,Married,40,SomeCollegeButNoDegree,Private,255
South,Metropolitan,32,Female,Married,44,MastersDegree,Private,923.07
Northeast,Metropolitan,38,Male,Not Married,41,AssocDegOccupVocat,Private,461.53
West,Metropolitan,30,Male,Married,40,SomeCollegeButNoDegree,Private,600
South,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,638.88
South,Metropolitan,48,Female,Married,39,HighSchoolDiploma,Private,295.38
South,Metropolitan,28,Female,Not Married,39,HighSchoolDiploma,Private,769.23
Northeast,Metropolitan,17,Male,Not Married,37,EleventhGrade,Private,285
West,Metropolitan,24,Male,Not Married,37,EleventhGrade,Private,340
West,Metropolitan,34,Male,Married,45,ProfSchoolDegree,Private,2884.61
Midwest,Metropolitan,49,Female,Not Married,39,HighSchoolDiploma,Private,331.2
Midwest,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,576.92
Midwest,Metropolitan,41,Male,Married,42,AssocDegAcadem,Private,1100
South,Metropolitan,32,Male,Not Married,43,BachelorsDegree,Private,2596.15
West,Metropolitan,33,Male,Not Married,40,SomeCollegeButNoDegree,Private,365.38
Midwest,Metropolitan,25,Female,Not Married,39,HighSchoolDiploma,Private,515
Northeast,Metropolitan,32,Female,Not Married,43,BachelorsDegree,Private,1153
South,Metropolitan,36,Female,Married,39,HighSchoolDiploma,Private,500
South,Metropolitan,37,Male,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,39,Male,Married,42,AssocDegAcadem,Private,331
South,Metropolitan,31,Male,Married,44,MastersDegree,Private,865.38
Midwest,Metropolitan,62,Female,Not Married,42,AssocDegAcadem,Private,865.38
South,Metropolitan,31,Female,Not Married,39,HighSchoolDiploma,Private,379.6
South,Metropolitan,62,Female,Not Married,35,NinthGrade,Private,288.46
South,Metropolitan,19,Male,Not Married,39,HighSchoolDiploma,Private,314
West,Metropolitan,63,Male,Not Married,37,EleventhGrade,Private,520
Midwest,Not Metropolitan,32,Female,Not Married,40,SomeCollegeButNoDegree,Private,380
West,Metropolitan,33,Male,Not Married,39,HighSchoolDiploma,Private,346.15
Midwest,Not Metropolitan,26,Female,Married,40,SomeCollegeButNoDegree,Private,420
South,Metropolitan,26,Male,Married,40,SomeCollegeButNoDegree,Private,2884.61
Midwest,Metropolitan,51,Female,Married,34,SeventhOrEighthGrade,Private,454
West,Metropolitan,42,Female,Married,34,SeventhOrEighthGrade,Private,600
Northeast,Metropolitan,42,Male,Married,40,SomeCollegeButNoDegree,Private,1512
West,Metropolitan,54,Male,Not Married,43,BachelorsDegree,Private,1282.5
Northeast,Metropolitan,31,Male,Not Married,42,AssocDegAcadem,Private,942
Midwest,Metropolitan,27,Male,Not Married,33,FifthorSixthGrade,Private,320
South,Metropolitan,53,Male,Married,40,SomeCollegeButNoDegree,Private,680
West,Metropolitan,32,Male,Married,39,HighSchoolDiploma,Private,350
West,Metropolitan,34,Male,Married,33,FifthorSixthGrade,Private,800
Northeast,Metropolitan,42,Female,Not Married,40,SomeCollegeButNoDegree,Private,932.69
Northeast,Metropolitan,40,Male,Married,43,BachelorsDegree,Private,1284.4
Midwest,Not Metropolitan,52,Female,Married,39,HighSchoolDiploma,Private,461.53
South,Metropolitan,27,Female,Married,39,HighSchoolDiploma,Private,448
South,Metropolitan,40,Male,Married,41,AssocDegOccupVocat,Private,1692
West,Metropolitan,24,Male,Not Married,33,FifthorSixthGrade,Private,350
West,Metropolitan,31,Female,Not Married,45,ProfSchoolDegree,Private,2307.69
South,Metropolitan,49,Male,Married,37,EleventhGrade,Private,340
South,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,750
South,Metropolitan,42,Male,Not Married,43,BachelorsDegree,Private,769
West,Metropolitan,59,Male,Married,32,FirstSecondThirdOrFourthGrade,Private,320
West,Metropolitan,49,Male,Married,39,HighSchoolDiploma,Private,320
South,Metropolitan,38,Male,Married,43,BachelorsDegree,Private,923.07
South,Metropolitan,35,Male,Not Married,39,HighSchoolDiploma,Private,680
South,Metropolitan,43,Female,Not Married,42,AssocDegAcadem,Private,880
Northeast,Metropolitan,65,Male,Married,42,AssocDegAcadem,Private,680
Midwest,Not Metropolitan,50,Female,Married,39,HighSchoolDiploma,Private,861.5
South,Not Metropolitan,50,Female,Married,39,HighSchoolDiploma,Private,718.8
Northeast,Metropolitan,51,Female,Married,40,SomeCollegeButNoDegree,Private,650
Northeast,Metropolitan,61,Female,Not Married,42,AssocDegAcadem,Private,1115.38
South,Metropolitan,41,Female,Not Married,39,HighSchoolDiploma,Private,600
South,Metropolitan,36,Female,Not Married,43,BachelorsDegree,Private,1634
West,Metropolitan,34,Female,Married,40,SomeCollegeButNoDegree,Private,960
South,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,Private,850
South,Not Metropolitan,20,Female,Not Married,40,SomeCollegeButNoDegree,Private,228
South,Metropolitan,36,Male,Married,43,BachelorsDegree,Private,1923.07
Midwest,Metropolitan,23,Female,Not Married,40,SomeCollegeButNoDegree,Private,440
South,Metropolitan,42,Male,Married,43,BachelorsDegree,Private,1038.46
West,Metropolitan,41,Female,Married,41,AssocDegOccupVocat,Private,520
South,Metropolitan,45,Male,Married,42,AssocDegAcadem,Private,700
Northeast,Not Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,324
Northeast,Metropolitan,24,Female,Not Married,40,SomeCollegeButNoDegree,Private,680
South,Not Metropolitan,34,Male,Not Married,39,HighSchoolDiploma,Private,1300
Northeast,Metropolitan,32,Female,Not Married,43,BachelorsDegree,Private,1230.76
South,Metropolitan,46,Male,Not Married,43,BachelorsDegree,Private,1105.76
Midwest,Metropolitan,46,Female,Not Married,46,DoctorateDegree,Private,807.69
West,Not Metropolitan,32,Male,Not Married,39,HighSchoolDiploma,Private,480
Northeast,Metropolitan,57,Male,Married,42,AssocDegAcadem,Private,1519.23
Midwest,Metropolitan,43,Male,Married,40,SomeCollegeButNoDegree,Private,865.38
South,Metropolitan,56,Male,Not Married,39,HighSchoolDiploma,Private,830
Northeast,Metropolitan,64,Female,Not Married,42,AssocDegAcadem,Private,2884.61
South,Metropolitan,67,Male,Married,44,MastersDegree,Private,2000
Midwest,Not Metropolitan,58,Male,Married,40,SomeCollegeButNoDegree,Private,1147.6
Northeast,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,1150
South,Not Metropolitan,30,Male,Not Married,40,SomeCollegeButNoDegree,Private,750
Northeast,Not Metropolitan,50,Male,Not Married,39,HighSchoolDiploma,Private,1134
South,Metropolitan,39,Male,Married,39,HighSchoolDiploma,Private,480
Northeast,Metropolitan,37,Male,Married,46,DoctorateDegree,Private,1923
South,Metropolitan,53,Male,Married,39,HighSchoolDiploma,Private,2884.61
Midwest,Metropolitan,54,Female,Married,42,AssocDegAcadem,Private,1250
Midwest,Metropolitan,32,Male,Married,39,HighSchoolDiploma,Private,720
South,Metropolitan,54,Male,Not Married,40,SomeCollegeButNoDegree,Private,800
Midwest,Metropolitan,54,Male,Married,44,MastersDegree,Private,1384.61
West,Metropolitan,54,Male,Married,35,NinthGrade,Private,600
Northeast,Metropolitan,29,Male,Married,40,SomeCollegeButNoDegree,Private,600
South,Metropolitan,56,Male,Married,39,HighSchoolDiploma,Private,1730.76
West,Not Identified,30,Male,Married,39,HighSchoolDiploma,Private,461.53
Midwest,Metropolitan,42,Female,Married,40,SomeCollegeButNoDegree,Private,682
Northeast,Metropolitan,33,Male,Not Married,44,MastersDegree,Private,1057.69
Midwest,Not Metropolitan,22,Male,Married,40,SomeCollegeButNoDegree,Private,325
South,Metropolitan,60,Female,Married,43,BachelorsDegree,Private,1596
West,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,812.5
South,Metropolitan,35,Male,Not Married,39,HighSchoolDiploma,Private,660
Midwest,Metropolitan,47,Female,Married,40,SomeCollegeButNoDegree,Private,480
Midwest,Metropolitan,24,Female,Not Married,39,HighSchoolDiploma,Private,455
Midwest,Metropolitan,52,Male,Married,40,SomeCollegeButNoDegree,Private,480.76
Midwest,Metropolitan,50,Male,Married,40,SomeCollegeButNoDegree,Private,1647.63
South,Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,440
West,Metropolitan,49,Male,Married,43,BachelorsDegree,Private,2023
Midwest,Metropolitan,36,Female,Not Married,40,SomeCollegeButNoDegree,Private,461.53
South,Metropolitan,35,Male,Married,45,ProfSchoolDegree,Private,2884.61
Midwest,Metropolitan,37,Female,Married,46,DoctorateDegree,Private,1096
South,Not Metropolitan,36,Male,Married,40,SomeCollegeButNoDegree,Private,1875
South,Metropolitan,44,Male,Married,38,TwelthButNoDiploma,Private,357
West,Not Metropolitan,26,Male,Not Married,37,EleventhGrade,Private,392
West,Metropolitan,31,Male,Married,39,HighSchoolDiploma,Private,615
Northeast,Metropolitan,44,Female,Not Married,44,MastersDegree,Private,1153
West,Metropolitan,25,Female,Not Married,35,NinthGrade,Private,620
Midwest,Metropolitan,39,Male,Married,33,FifthorSixthGrade,Private,518
West,Metropolitan,24,Male,Not Married,39,HighSchoolDiploma,Private,1150
South,Metropolitan,49,Female,Not Married,39,HighSchoolDiploma,Private,300
West,Metropolitan,36,Male,Not Married,43,BachelorsDegree,Private,1053
West,Metropolitan,28,Female,Not Married,44,MastersDegree,Private,570
South,Metropolitan,51,Female,Not Married,40,SomeCollegeButNoDegree,Private,960
South,Metropolitan,31,Male,Married,32,FirstSecondThirdOrFourthGrade,Private,532
Northeast,Metropolitan,56,Male,Married,45,ProfSchoolDegree,Private,2884.61
South,Metropolitan,22,Female,Not Married,40,SomeCollegeButNoDegree,Private,350
Northeast,Not Metropolitan,47,Female,Married,40,SomeCollegeButNoDegree,Private,673.07
Midwest,Metropolitan,26,Female,Not Married,42,AssocDegAcadem,Private,323.07
Midwest,Not Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,350
Northeast,Metropolitan,25,Male,Not Married,42,AssocDegAcadem,Private,550
South,Metropolitan,48,Male,Married,43,BachelorsDegree,Private,1153
Northeast,Metropolitan,42,Female,Not Married,43,BachelorsDegree,Private,1923
Midwest,Metropolitan,53,Female,Married,42,AssocDegAcadem,Private,807.69
Northeast,Not Metropolitan,38,Female,Married,44,MastersDegree,Private,1923.07
Northeast,Metropolitan,48,Female,Not Married,44,MastersDegree,Private,515.2
Midwest,Metropolitan,52,Male,Not Married,39,HighSchoolDiploma,Private,622.8
South,Metropolitan,54,Male,Married,45,ProfSchoolDegree,Private,1730.76
South,Metropolitan,58,Male,Married,40,SomeCollegeButNoDegree,Private,1634.61
Midwest,Metropolitan,65,Female,Married,39,HighSchoolDiploma,Private,634.61
South,Metropolitan,28,Female,Married,39,HighSchoolDiploma,Private,480.76
West,Metropolitan,41,Male,Not Married,40,SomeCollegeButNoDegree,Private,600
Northeast,Metropolitan,44,Male,Married,44,MastersDegree,Private,1423
West,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,500
West,Metropolitan,50,Male,Married,44,MastersDegree,Private,2884.61
Northeast,Metropolitan,56,Female,Married,43,BachelorsDegree,Private,1038.46
West,Metropolitan,29,Female,Married,44,MastersDegree,Private,1250
Midwest,Metropolitan,61,Male,Married,40,SomeCollegeButNoDegree,Private,922.46
South,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,494
Northeast,Metropolitan,32,Male,Married,43,BachelorsDegree,Private,1000
West,Metropolitan,22,Female,Not Married,42,AssocDegAcadem,Private,250
West,Metropolitan,55,Male,Married,37,EleventhGrade,Private,900
Northeast,Metropolitan,55,Male,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,50,Female,Married,33,FifthorSixthGrade,Private,425
Northeast,Not Metropolitan,24,Male,Not Married,39,HighSchoolDiploma,Private,950
Northeast,Metropolitan,59,Male,Married,39,HighSchoolDiploma,Private,1019.38
Northeast,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,807
South,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,1000
Northeast,Metropolitan,36,Female,Married,43,BachelorsDegree,Private,1153.84
West,Metropolitan,36,Male,Not Married,43,BachelorsDegree,Private,1500
West,Not Metropolitan,39,Male,Married,41,AssocDegOccupVocat,Private,1908
South,Metropolitan,26,Female,Not Married,43,BachelorsDegree,Private,1100
South,Metropolitan,46,Male,Married,40,SomeCollegeButNoDegree,Private,1485
West,Metropolitan,34,Male,Married,43,BachelorsDegree,Private,1520
Midwest,Metropolitan,48,Female,Not Married,44,MastersDegree,Private,1192.3
Midwest,Metropolitan,31,Female,Married,43,BachelorsDegree,Private,1923.07
South,Metropolitan,56,Male,Not Married,40,SomeCollegeButNoDegree,Private,880
South,Metropolitan,56,Female,Not Married,39,HighSchoolDiploma,Private,360
Midwest,Metropolitan,62,Female,Not Married,43,BachelorsDegree,Private,923.07
Midwest,Metropolitan,55,Male,Married,39,HighSchoolDiploma,Private,961
Northeast,Not Metropolitan,33,Male,Not Married,39,HighSchoolDiploma,Private,398.76
Midwest,Metropolitan,66,Female,Married,43,BachelorsDegree,Private,840
Northeast,Metropolitan,26,Female,Not Married,39,HighSchoolDiploma,Private,400
Northeast,Metropolitan,39,Male,Married,45,ProfSchoolDegree,Private,1753
Northeast,Metropolitan,40,Female,Married,39,HighSchoolDiploma,Private,480.76
Northeast,Metropolitan,44,Female,Not Married,36,TenthGrade,Private,536
South,Metropolitan,28,Female,Not Married,43,BachelorsDegree,Private,1250
Northeast,Metropolitan,52,Male,Married,43,BachelorsDegree,Private,826.92
Northeast,Metropolitan,62,Male,Married,39,HighSchoolDiploma,Private,961
Northeast,Not Metropolitan,50,Male,Married,39,HighSchoolDiploma,Private,384
Midwest,Metropolitan,53,Female,Married,31,LessThanFirstGrade,Private,432.25
South,Not Metropolitan,41,Male,Not Married,39,HighSchoolDiploma,Private,400
Midwest,Metropolitan,21,Male,Not Married,40,SomeCollegeButNoDegree,Private,1000
South,Metropolitan,45,Female,Married,39,HighSchoolDiploma,Private,369.23
Northeast,Metropolitan,52,Female,Not Married,39,HighSchoolDiploma,Private,427.2
South,Not Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,320
Northeast,Metropolitan,47,Male,Married,39,HighSchoolDiploma,Private,1250
South,Metropolitan,56,Male,Not Married,43,BachelorsDegree,Private,1115.38
West,Metropolitan,45,Female,Married,42,AssocDegAcadem,Private,961
Midwest,Metropolitan,49,Male,Married,43,BachelorsDegree,Private,1634.61
South,Metropolitan,48,Male,Married,39,HighSchoolDiploma,Private,540
Northeast,Metropolitan,35,Male,Married,40,SomeCollegeButNoDegree,Private,1000
Northeast,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,Private,961.53
West,Metropolitan,30,Female,Not Married,39,HighSchoolDiploma,Private,400
South,Metropolitan,56,Female,Married,40,SomeCollegeButNoDegree,Private,1107.69
South,Metropolitan,53,Female,Married,43,BachelorsDegree,Private,1538
Midwest,Metropolitan,26,Male,Married,44,MastersDegree,Private,788
South,Not Metropolitan,52,Male,Married,39,HighSchoolDiploma,Private,808
South,Metropolitan,26,Female,Married,39,HighSchoolDiploma,Private,730.76
West,Metropolitan,39,Female,Married,43,BachelorsDegree,Private,1269.23
Northeast,Not Metropolitan,46,Female,Not Married,42,AssocDegAcadem,Private,812.5
South,Metropolitan,37,Female,Not Married,43,BachelorsDegree,Private,1038
Northeast,Metropolitan,43,Female,Married,40,SomeCollegeButNoDegree,Private,2884.61
Northeast,Metropolitan,28,Male,Married,43,BachelorsDegree,Private,1442.3
West,Metropolitan,40,Female,Married,40,SomeCollegeButNoDegree,Private,800
Northeast,Not Metropolitan,29,Male,Married,42,AssocDegAcadem,Private,990
South,Not Metropolitan,64,Male,Married,41,AssocDegOccupVocat,Private,990
South,Metropolitan,85,Female,Married,39,HighSchoolDiploma,Private,300
Midwest,Not Metropolitan,18,Female,Not Married,39,HighSchoolDiploma,Private,780
Midwest,Metropolitan,42,Male,Married,35,NinthGrade,Private,660
South,Metropolitan,65,Female,Not Married,40,SomeCollegeButNoDegree,Private,692.3
South,Metropolitan,48,Male,Married,40,SomeCollegeButNoDegree,Private,1215
West,Not Metropolitan,32,Male,Not Married,39,HighSchoolDiploma,Private,513.6
West,Metropolitan,67,Male,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,31,Female,Not Married,40,SomeCollegeButNoDegree,Private,553
Midwest,Metropolitan,53,Male,Not Married,40,SomeCollegeButNoDegree,Private,1153
Northeast,Metropolitan,46,Male,Married,44,MastersDegree,Private,2884.61
Midwest,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,560
South,Metropolitan,29,Female,Not Married,39,HighSchoolDiploma,Private,314
Midwest,Metropolitan,36,Female,Married,43,BachelorsDegree,Private,1634
South,Metropolitan,29,Male,Married,40,SomeCollegeButNoDegree,Private,475
West,Metropolitan,43,Male,Not Married,40,SomeCollegeButNoDegree,Private,1440
Midwest,Metropolitan,45,Male,Married,44,MastersDegree,Private,2884.61
Northeast,Metropolitan,52,Female,Married,40,SomeCollegeButNoDegree,Private,961.53
South,Metropolitan,49,Female,Not Married,42,AssocDegAcadem,Private,200
Midwest,Metropolitan,58,Female,Married,43,BachelorsDegree,Private,1201.92
Northeast,Metropolitan,32,Female,Not Married,43,BachelorsDegree,Private,692.3
West,Metropolitan,63,Male,Married,31,LessThanFirstGrade,Private,864
West,Metropolitan,36,Female,Not Married,43,BachelorsDegree,Private,600
South,Metropolitan,48,Male,Married,43,BachelorsDegree,Private,760
South,Not Metropolitan,44,Female,Not Married,40,SomeCollegeButNoDegree,Private,480.76
South,Metropolitan,52,Female,Married,43,BachelorsDegree,Private,880
West,Metropolitan,21,Male,Not Married,40,SomeCollegeButNoDegree,Private,400
Northeast,Not Metropolitan,28,Male,Not Married,43,BachelorsDegree,Private,769.23
Northeast,Not Metropolitan,33,Female,Married,42,AssocDegAcadem,Private,481
South,Metropolitan,40,Male,Not Married,44,MastersDegree,Private,300
South,Metropolitan,54,Female,Married,39,HighSchoolDiploma,Private,320
West,Metropolitan,56,Male,Married,43,BachelorsDegree,Private,600
Midwest,Not Metropolitan,62,Male,Married,43,BachelorsDegree,Private,1307.69
West,Metropolitan,26,Female,Married,44,MastersDegree,Private,865.38
Midwest,Metropolitan,48,Female,Married,39,HighSchoolDiploma,Private,596
Northeast,Metropolitan,49,Female,Married,43,BachelorsDegree,Private,1400
Northeast,Metropolitan,34,Female,Not Married,43,BachelorsDegree,Private,865
Midwest,Metropolitan,65,Male,Married,39,HighSchoolDiploma,Private,800
South,Metropolitan,24,Female,Not Married,46,DoctorateDegree,Private,576
Northeast,Metropolitan,56,Male,Not Married,38,TwelthButNoDiploma,Private,933
South,Metropolitan,30,Male,Married,39,HighSchoolDiploma,Private,471.15
South,Not Metropolitan,38,Male,Married,39,HighSchoolDiploma,Private,440.4
Midwest,Metropolitan,56,Male,Married,43,BachelorsDegree,Private,715.2
South,Metropolitan,34,Female,Not Married,39,HighSchoolDiploma,Private,550
Midwest,Metropolitan,49,Male,Not Married,39,HighSchoolDiploma,Private,712
West,Not Metropolitan,42,Female,Married,39,HighSchoolDiploma,Private,683.75
West,Not Metropolitan,32,Female,Not Married,43,BachelorsDegree,Private,306.25
South,Not Metropolitan,30,Male,Not Married,39,HighSchoolDiploma,Private,700
