Subject,Arith,Word,Parag,Math,AFQT,Income2005
5575,22,26,13,16,64.673,15785
5576,15,20,11,10,46.125,34000
5580,12,24,10,10,35.796,47000
5581,18,14,7,11,31.716,22000
5585,12,18,8,8,26.982,54000
5590,24,30,15,21,77.376,42000
5591,24,23,12,18,67.935,65000
5592,28,34,15,24,98.198,33000
5594,21,30,13,23,73.884,79000
5599,20,32,13,13,60.292,82000
5603,11,16,8,5,10.81,36000
5604,7,6,4,2,1.042,40000
5607,13,21,10,7,28.205,30000
5609,6,15,7,8,10.186,24000
5611,11,8,5,12,34.301,18000
5612,16,25,12,17,47.973,26500
5613,4,10,2,5,0,30000
5614,6,19,8,7,18.176,26000
5616,8,12,4,4,3.039,35000
5617,10,7,5,7,8.282,20000
5618,19,23,11,18,51.958,43000
5621,21,18,13,12,51.908,44000
5623,29,34,14,24,95.248,96000
5624,24,29,12,23,70.691,36000
5625,18,29,12,16,66.276,40000
5626,17,14,13,12,60.781,52000
5637,8,9,8,7,8.54,52000
5640,4,12,1,4,0.56,30000
5646,14,19,9,12,37.531,33000
5649,23,32,13,17,71.982,22000
5653,18,34,11,13,66.907,52000
5655,26,31,13,23,82.061,90000
5661,16,34,13,14,71.156,1600
5666,25,29,14,22,68.443,80000
5667,30,35,14,25,97.274,198032
5668,26,32,13,14,70.576,60000
5669,23,32,11,13,54.716,38000
5671,22,34,13,17,86.782,20000
5674,12,29,11,16,56.285,8000
5675,21,34,15,21,87.596,67500
5676,22,33,15,17,77.716,15000
5677,17,30,10,9,64.58,72000
5684,9,7,6,7,5.319,12000
5690,22,34,14,16,76.766,70000
5694,23,21,12,12,58.345,42000
5696,20,24,11,10,42.254,72000
5699,30,35,14,23,97.537,45000
5700,28,32,13,21,80.34,70000
5701,27,29,12,21,75.52,114000
5702,20,34,12,11,59.926,24000
5703,19,33,14,18,74.363,42500
5705,21,34,14,18,81.334,10900
5708,21,32,15,22,81.916,33000
5710,28,34,13,20,87.91,53000
5711,12,28,12,9,50.838,42000
5712,22,35,14,12,80.893,26280
5713,19,27,14,10,64.357,44328
5718,28,32,10,21,76.736,9000
6285,20,32,13,7,51.843,60000
11751,17,25,9,7,24.592,10000
11755,10,6,4,3,7.35,60000
11758,23,34,12,14,80.188,70000
11759,14,22,8,15,40.534,50000
11760,0,0,0,0,0,4000
11762,8,9,4,5,1.792,100000
11763,18,29,10,13,47.481,146000
11769,16,31,14,12,67.337,8000
11776,7,29,12,9,26.798,25000
11777,25,35,14,22,90.862,74500
11778,19,35,13,17,71.422,32900
11779,21,33,15,21,78.397,1500
11785,11,24,8,4,19.889,78000
11786,13,24,12,6,44.583,65000
11787,12,21,7,8,20.097,8000
11791,18,28,12,17,66.503,123000
11792,22,27,13,18,61.687,19000
11793,9,13,4,9,11.738,56000
11794,13,19,8,7,19.708,40000
11796,27,34,14,23,97.147,24000
11797,9,27,7,12,40.415,1200
11798,6,31,13,11,45.075,17000
11799,9,24,9,6,26.504,32000
11800,11,21,9,9,18.254,60000
11801,4,17,6,6,8.903,350
11806,18,21,9,9,43.089,63000
11807,11,25,5,15,40.755,80000
11809,24,29,9,23,68.468,39000
11811,5,7,2,6,0.823,8000
11813,9,7,5,4,3.222,30456
11814,8,7,3,6,2.314,9000
11815,9,22,10,8,21.716,1300
11816,28,33,12,22,78.611,19500
11818,11,19,4,3,12.57,13000
11819,12,27,13,12,43.124,27700
11820,18,28,13,18,62.701,50000
11822,12,27,9,12,41.801,57500
11830,4,12,5,3,1.457,2000
11832,4,11,7,7,9.266,15000
11833,12,11,4,8,13.696,25000
11835,12,34,13,11,60.5,14000
11838,12,16,8,7,23.064,52000
11839,8,24,12,14,48.275,45000
11841,17,17,11,11,39.048,57000
11844,7,21,10,10,23.172,20108
11845,16,26,10,17,47.552,40000
11846,7,14,7,7,9.003,54000
11848,12,28,13,13,48.795,24500
11849,10,16,4,6,14.611,50000
11850,9,20,9,12,24.52,32000
11851,19,31,15,16,67.97,80000
11854,21,32,12,18,68.817,87000
11858,13,30,12,8,37.279,24000
11860,23,33,13,12,61.243,40000
11863,26,28,14,21,78.549,77919
11864,8,20,7,6,16.885,24000
11865,17,32,13,15,75.534,42500
11867,6,21,9,5,18,28000
11868,17,22,12,18,54.37,102831
11869,28,30,14,23,83.763,38400
11870,24,26,13,20,72.983,11000
11872,29,34,12,24,81.931,24500
11875,26,29,12,10,63.866,57000
11878,8,24,11,10,39.427,22000
11879,16,34,13,10,63.777,13691
11880,12,31,12,6,44.032,15000
11881,27,35,14,24,92.255,15000
11883,16,33,15,17,75.428,44000
11884,10,27,12,3,18.231,2200
11886,20,35,15,18,79.197,10000
11887,23,34,11,13,61.341,24200
11889,21,30,11,11,68.263,40000
11890,6,4,3,6,1.779,50400
11891,8,15,4,6,4.028,10000
11894,24,28,12,14,55.742,30330
11897,27,35,15,22,96.751,64000
11898,26,33,13,21,80.758,58500
11901,9,27,12,12,36.943,29000
11902,15,27,12,13,39.267,48000
11905,20,24,11,12,43.256,60000
11909,16,29,12,8,51.061,16000
11911,21,30,11,21,56.834,46000
11916,9,26,11,11,45.787,38000
11917,22,35,12,12,62.412,35000
11918,28,33,13,23,89.086,85000
11920,25,32,13,16,83.021,338101
11923,10,29,12,14,45.43,12000
11924,30,33,14,21,91.057,68458
11925,28,29,13,14,70,58000
11926,28,30,13,22,86.514,45000
11929,26,35,15,23,93.914,82000
11932,4,19,6,9,9.829,10000
11934,7,19,4,9,12.465,90000
11935,12,16,7,1,10.59,24000
11936,23,18,11,13,38.717,125000
11937,12,17,6,5,12.877,43000
11939,10,25,9,9,27.064,15000
11940,16,31,13,14,48.739,14000
11942,13,28,9,18,52.131,39000
11945,7,14,7,3,15.874,40000
11947,12,14,6,7,10.751,90000
11949,11,17,7,8,20.859,26000
11950,5,22,6,5,6.732,2000
11955,25,32,12,14,72.75,42000
11958,12,20,11,11,42.412,75000
11971,8,17,11,10,24.339,39000
11972,14,26,10,16,37.918,110500
11973,18,29,14,12,60.113,60000
11981,7,9,2,4,0.332,31000
11990,30,32,14,23,85.632,70000
11993,16,22,10,9,36.867,40000
12000,26,28,12,22,56.178,33000
12005,10,30,10,13,39.556,35000
12006,25,28,12,23,59.085,17000
12008,14,27,14,6,38.202,60000
12010,26,32,12,22,83.535,53000
12012,26,30,13,24,76.322,65000
12014,21,31,13,16,80.79,85000
12016,24,31,13,18,70.816,150000
12018,27,34,15,24,94.157,52900
12019,14,29,14,18,69.997,58000
12022,24,30,12,15,54.756,63000
12023,23,27,13,18,74.585,65000
12031,28,25,13,13,66.317,40000
12032,10,15,7,5,14.177,24000
12034,28,33,10,22,72.753,161182
12036,24,35,13,21,81.701,28900
12039,22,28,14,15,65.528,22000
12041,8,18,7,8,16.707,46000
12042,10,12,3,8,8.479,3000
12043,8,2,5,7,5.867,628
12044,11,27,13,7,41.848,45000
12045,29,35,13,23,87.993,49000
12052,23,32,13,20,68.169,32000
12055,18,33,12,10,49.365,51000
12057,15,30,13,10,58.25,3000
12061,24,35,14,18,88.136,42000
12062,6,18,0,0,1.35,20000
12064,29,35,13,25,91.448,158730
12065,19,26,11,9,45.81,56000
12066,15,27,9,7,26.619,3000
12068,22,34,14,22,88.023,49000
12070,14,29,11,16,50.856,34000
12076,19,29,13,17,58.498,6000
12082,15,30,10,8,33.649,4000
12083,11,29,13,8,42.237,22000
12084,20,32,13,10,56.342,33793
12087,9,22,11,9,18.164,3000
12088,29,33,15,24,97.573,37000
12089,16,25,15,12,63.613,40000
12090,21,24,9,15,53.959,30000
12092,18,26,15,8,53.775,30000
12093,20,26,9,15,59.265,82000
12097,10,25,11,9,36.668,54000
12098,21,34,13,24,82.763,53000
12102,23,26,13,21,62.246,100000
12104,25,34,15,19,83.988,36323
12106,19,29,13,18,76.524,120000
12110,22,28,10,12,56.116,91000
12116,21,31,12,21,74.244,90000
12119,24,31,12,12,54.283,45000
12122,14,20,8,10,20.531,30000
12125,4,22,10,8,15.881,42000
12126,9,14,6,6,10.695,21000
12128,19,26,14,18,64.324,30000
12129,23,30,13,23,72.169,39500
12130,11,21,12,6,27.983,24000
12131,14,23,9,8,32.593,23000
12133,8,22,6,11,22.983,11560
12135,7,10,9,8,10.769,22000
12138,10,22,13,12,40.28,21000
12139,11,20,8,10,29.169,12600
12140,9,27,13,10,31.207,45000
